OBJECTID,RTE,RTE_SFX,DISTRICT,CNTY,PM_PFX,POSTMILE,PM_SFX,LEG,DESCRIPTION,VEHICLE_AADT_TOTAL,TOT_TRK_AADT,TRK_PERCENT_TOT,EAL,EST_YEAR,EST_CODE,longitude,latitude,RouteType,route_type_matched
1,101,,1,DN,R,30.81,,A,JCT. RTE. 199 NORTHEAST,8000,675,8.44,86,19,V,-124.14827545577558,41.803426363735156,US,True
3,101,,1,DN,R,30.81,,B,JCT. RTE. 199 NORTHEAST,9900,671,6.78,108,18,V,-124.14827545577558,41.803426363735156,US,True
5,101,,1,DN,R,4.638,,A,"KLAMATH, JCT. RTE. 169 SOUTHEAST",4300,481,11.19,72,16,V,-124.03412082293056,41.52303074470984,US,True
7,101,,1,DN,R,4.638,,B,"KLAMATH, JCT. RTE. 169 SOUTHEAST",5100,616,12.08,87,19,V,-124.03412082293056,41.52303074470984,US,True
9,101,,1,DN,,24.41,,A,SANDMINE ROAD,4300,560,13.02,86,19,V,-124.16254854657645,41.740154105324585,US,True
11,101,,1,DN,,24.41,,B,SANDMINE ROAD,4200,722,17.19,101,19,V,-124.16254854657645,41.740154105324585,US,True
13,101,,1,DN,,27.01,,A,"CRESCENT CITY, NORTHCREST DRIVE",15300,1469,9.6,193,16,E,-124.19679749141831,41.76328890524324,US,True
15,101,,1,DN,,27.01,,B,"CRESCENT CITY, NORTHCREST DRIVE",20000,1000,5.0,140,16,E,-124.19679749141831,41.76328890524324,US,True
17,101,,1,DN,,36.31,,B,JCT. RTE. 197 SOUTHEAST,7200,641,8.9,71,16,E,-124.13672917856177,41.881555098788745,US,True
19,101,,1,DN,,39.82,,B,FRED HAIGHT DRIVE,7200,846,11.75,105,19,V,-124.14590595607591,41.93004948594902,US,True
21,101,,1,DN,,46.492,,B,OREGON STATE LINE,8670,841,9.7,90,16,E,-124.20831630264229,41.9984745528261,US,True
23,101,,1,HUM,R,11.125,,A,"GARBERVILLE, SPROWEL CREEK ROAD",7300,810,11.1,170,16,E,-123.79669478718735,40.09873418207514,US,True
25,101,,1,HUM,R,11.125,,B,"GARBERVILLE, SPROWEL CREEK ROAD",7200,799,11.1,167,18,E,-123.79669478718735,40.09873418207514,US,True
27,101,,1,HUM,R,17.907,,A,JCT. RTE. 254 NORTHEAST,6600,733,11.1,154,18,E,-123.7759997823541,40.18198774119699,US,True
29,101,,1,HUM,R,17.907,,B,JCT. RTE. 254 NORTHEAST,7500,833,11.1,175,18,E,-123.7759997823541,40.18198774119699,US,True
31,101,,1,HUM,R,50.585,,A,SOUTH SCOTIA ROAD,9100,679,7.46,90,18,E,-124.09548044244845,40.468253343669886,US,True
33,101,,1,HUM,R,90.134,,A,JCT. RTE. 200 EAST,19000,1265,6.66,117,18,E,-124.09858583394403,40.92110284212044,US,True
35,101,,1,HUM,R,90.134,,B,JCT. RTE. 200 EAST,34000,2264,6.66,210,18,E,-124.09858583394403,40.92110284212044,US,True
37,101,,1,HUM,R,97.02,,A,CRANNELL ROAD,10490,699,6.66,65,18,E,-124.10784688331331,41.013509079262384,US,True
39,101,,1,HUM,R,97.02,,B,CRANNELL ROAD,10700,713,6.66,66,18,E,-124.10784688331331,41.013509079262384,US,True
41,101,,1,HUM,,107.67,,A,PATRICKS POINT,4400,732,16.64,53,22,E,-124.135188908311,41.15027466818197,US,True
43,101,,1,HUM,,122.25,,A,BALD HILLS ROAD,3400,910,26.76,78,21,E,-124.04780858317041,41.301753379306064,US,True
45,101,,1,HUM,,122.25,,B,BALD HILLS ROAD,4900,634,12.94,63,22,V,-124.04780858317041,41.301753379306064,US,True
47,101,,1,HUM,,27.936,,A,JCT. RTE. 254,7200,799,11.1,167,18,E,-123.87014540164608,40.266459713749356,US,True
49,101,,1,HUM,,27.936,,B,JCT. RTE. 254,6500,722,11.1,151,18,E,-123.87014540164608,40.266459713749356,US,True
51,101,,1,HUM,,33.246,,A,WEOTT,5870,645,10.99,140,23,V,-123.92121896890268,40.32171329902945,US,True
53,101,,1,HUM,,35.108,,A,JCT. RTE. 254 SOUTH,7300,810,11.1,170,18,E,-123.93141251894423,40.34497391888044,US,True
55,101,,1,HUM,,35.698,,A,SOUTH FORK ROAD,7600,844,11.1,177,18,E,-123.92799943559923,40.352916876289505,US,True
57,101,,1,HUM,,57.69,,A,JCT. RTE. 36 EAST,19700,1470,7.46,194,18,E,-124.1452430254474,40.5486267357726,US,True
59,101,,1,HUM,,57.69,,B,JCT. RTE. 36 EAST,12000,895,7.46,118,18,E,-124.1452430254474,40.5486267357726,US,True
61,101,,1,HUM,,64.29,,A,"JCT. RTE. 211, SINGELY ROAD",21100,2716,12.87,260,22,V,-124.21005222596196,40.62116766672476,US,True
63,101,,1,HUM,,64.29,,B,"JCT. RTE. 211, SINGELY ROAD",20100,1499,7.46,198,18,E,-124.21005222596196,40.62116766672476,US,True
65,101,,1,HUM,,65.947,,A,LOLETA DRIVE,23600,2714,11.5,260,22,V,-124.20922612444689,40.641851609715346,US,True
67,101,,1,HUM,,81.14,,O,EUREKA N. CITY LIMITS,36200,2411,6.66,223,18,E,-124.11762290000405,40.80771620971638,US,True
69,101,,1,HUM,,85.83,,A,"ARCATA, JCT. RTE. 255 SOUTH",37500,4313,11.5,275,19,V,-124.08261976558225,40.86262781318026,US,True
71,101,,1,HUM,,85.83,,B,"ARCATA, JCT. RTE. 255 SOUTH",33500,5638,16.83,421,22,E,-124.08261976558225,40.86262781318026,US,True
73,101,,1,HUM,,88.272,,A,"ARCATA, JCT. RTE. 299 EAST",36500,3190,8.74,301,22,V,-124.08318784938817,40.89730254429791,US,True
75,101,,1,HUM,,88.272,,B,"ARCATA, JCT. RTE. 299 EAST",44000,2746,6.24,256,23,V,-124.08318784938817,40.89730254429791,US,True
77,101,,1,MEN,R,103.818,,A,JCT. RTE. 271,5600,951,16.98,200,18,E,-123.79505905297134,39.96603625424252,US,True
79,101,,1,MEN,R,21.59,,A,JCT. RTE. 253 WEST,19700,3540,17.97,358,18,E,-123.19504997258453,39.109199156767346,US,True
81,101,,1,MEN,R,21.8,,B,"UKIAH, JCT. RTE. 222",18100,3700,20.44,339,22,V,-123.1955066302609,39.1122500572617,US,True
83,101,,1,MEN,R,23.45,,A,UKIAH JCT 222 EAST,25500,4582,17.97,463,18,E,-123.1955890974006,39.13601208923984,US,True
85,101,,1,MEN,T,91.245,,A,"LEGGETT, JCT. RTE. 1",4750,850,17.89,164,20,V,-123.71360646694723,39.868169995069415,US,True
87,101,,1,MEN,,10.89,,A,"HOPLAND, JCT. RTE. 175 EAST",6440,1800,27.95,303,21,E,-123.11661793307569,38.97122180431784,US,True
89,101,,1,MEN,,10.89,,B,"HOPLAND, JCT. RTE. 175 EAST",5770,1770,30.68,323,21,E,-123.11661793307569,38.97122180431784,US,True
91,101,,1,MEN,,30.833,,A,JCT. RTE. 20 EAST,22410,3102,13.84,298,23,E,-123.20736537117492,39.23998027002166,US,True
93,101,,1,MEN,,30.833,,B,JCT. RTE. 20 EAST,24000,2887,12.03,290,19,V,-123.20736537117492,39.23998027002166,US,True
95,101,,1,MEN,,59.308,,A,JCT RTE 162 EAST,6500,1255,19.31,239,18,E,-123.43023744706387,39.55520985987601,US,True
97,101,,1,MEN,,59.308,,B,JCT RTE 162 EAST,8000,1200,15.0,228,17,E,-123.43023744706387,39.55520985987601,US,True
99,101,,1,MEN,,69.49,,A,"LAYTONVILLE, BRANSCOMB ROAD",6200,1045,16.85,197,21,E,-123.48306774891034,39.687801070000916,US,True
101,101,,1,MEN,,69.49,,B,"LAYTONVILLE, BRANSCOMB ROAD",8000,844,10.55,154,18,V,-123.48306774891034,39.687801070000916,US,True
103,101,,1,MEN,,93.602,,B,CALIF DIV OF FORESTRY,4700,794,16.89,153,23,V,-123.72109596401604,39.87711163505886,US,True
105,101,,4,MRN,,0.318,,A,SAUSALITO ROAD,85000,1403,1.65,125,1,V,-122.48464665564106,37.83561424165926,US,True
107,101,,4,MRN,,0.0,,A,GOLDEN GATE BRIDGE,92000,1224,1.33,116,4,V,-122.48094757026915,37.83245829932871,US,True
109,101,,4,MRN,,13.713,,B,MANUEL FREITAS PARKWAY,166000,7304,4.4,1020,1,E,-122.54139565040362,38.007074193784135,US,True
111,101,,4,MRN,,19.085,,A,"NOVATO, JCT. RTE. 37 EAST",117000,5171,4.42,733,1,V,-122.5461182330911,38.080080175194524,US,True
113,101,,4,MRN,,19.085,,B,"NOVATO, JCT. RTE. 37 EAST",149000,6094,4.09,798,1,V,-122.5461182330911,38.080080175194524,US,True
115,101,,4,MRN,,4.134,,A,JCT. RTE. 1 WEST,111000,3030,2.73,264,1,V,-122.5162227397118,37.88031749668074,US,True
117,101,,4,MRN,,4.134,,B,JCT. RTE. 1 WEST,112000,2318,2.07,183,1,V,-122.5162227397118,37.88031749668074,US,True
119,101,,4,MRN,,5.694,,B,JCT. RTE. 131 EAST,103000,1906,1.85,143,1,V,-122.51559940592266,37.902749933667195,US,True
121,101,,4,MRN,,8.6,,A,"LARKSPUR, SIR FRANCIS DRAKE BOULEVARD",119000,3308,2.78,288,1,V,-122.51504768043809,37.943691718861004,US,True
123,101,,4,MRN,,8.6,,B,"LARKSPUR, SIR FRANCIS DRAKE BOULEVARD",140000,3360,2.4,304,1,V,-122.51504768043809,37.943691718861004,US,True
125,101,,4,MRN,,9.96,,A,JCT. RTE. 580,176000,6002,3.41,791,1,V,-122.51007559696865,37.96221184004521,US,True
127,101,,4,SCL,R,10.27,,B,MASTEN AVENUE,114000,7957,6.98,1598,22,E,-121.584398450355,37.05943492626658,US,True
129,101,,4,SCL,R,17.82,,A,"MORGAN HILL, COCHRANE ROAD",142000,10721,7.55,2143,1,V,-121.65234527571417,37.1530618571416,US,True
131,101,,4,SCL,R,26.78,,B,"SAN JOSE, JCT. RTE. 85",142000,12098,8.52,2453,1,V,-121.76901891037998,37.24204100465871,US,True
133,101,,4,SCL,R,28.609,,A,"SAN JOSE, JCT. RTE. 82 NORTH",146000,11549,7.91,2131,1,V,-121.79605451374604,37.257212104266586,US,True
135,101,,4,SCL,R,28.609,,B,"SAN JOSE, JCT. RTE. 82 NORTH",113000,11628,10.29,2380,1,V,-121.79605451374604,37.257212104266586,US,True
137,101,,4,SCL,R,35.759,,A,"SAN JOSE, JCT. RTE. 130 EAST",176000,11669,6.63,1815,1,V,-121.86159890087905,37.34996630385688,US,True
139,101,,4,SCL,R,35.759,,B,"SAN JOSE, JCT. RTE. 130 EAST",180000,8982,4.99,1361,1,V,-121.86159890087905,37.34996630385688,US,True
141,101,,4,SCL,R,6.08,,A,"GILROY, JCT. RTE. 152 EAST",102000,7660,7.51,1420,14,V,-121.55632551382135,37.003077575725605,US,True
143,101,,4,SCL,,3.16,,A,JCT. RTE. 25 EAST,80000,6960,8.7,1576,1,V,-121.55096121961064,36.96130520289546,US,True
145,101,,4,SCL,,3.16,,B,JCT. RTE. 25 EAST,58000,9651,16.64,1198,4,E,-121.55096121961064,36.96130520289546,US,True
147,101,,4,SCL,,34.87,,A,"SAN JOSE, JCT. RTE. 280 WEST, JCT. RTE. 680 NORTH",180000,10800,6.0,1633,1,E,-121.85189334085264,37.339693503131045,US,True
149,101,,4,SCL,,37.726,,A,"SAN JOSE, OAKLAND ROAD",175000,9503,5.43,1568,1,V,-121.89151785196538,37.3631093027359,US,True
151,101,,4,SCL,,38.3,,A,"SAN JOSE, JCT. RTE. 880",131000,6550,5.0,906,1,E,-121.90185243840483,37.364283030766494,US,True
153,101,,4,SCL,,43.85,,B,"SUNNYVALE, LAWRENCE EXPRESSWAY",161000,6810,4.23,894,1,V,-121.99588923937655,37.39127177801205,US,True
155,101,,4,SCL,,46.134,,A,"SUNNYVALE, JCT. RTE. 237",150000,5715,3.81,820,1,V,-122.03557591300863,37.4007523847683,US,True
157,101,,4,SCL,,46.134,,B,"SUNNYVALE, JCT. RTE. 237",136000,5250,3.86,692,1,V,-122.03557591300863,37.4007523847683,US,True
159,101,,4,SCL,,48.103,,A,"MOUNTAIN VIEW, JCT. RTE. 85 SOUTH",209000,9405,4.5,1221,1,E,-122.0699319900329,37.408825409068896,US,True
161,101,,4,SCL,,48.103,,B,"MOUNTAIN VIEW, JCT. RTE. 85 SOUTH",153000,7007,4.58,1369,1,V,-122.0699319900329,37.408825409068896,US,True
163,101,,4,SF,R,4.241,R,A,"SAN FRANCISCO, JCT. RTE. 80",85000,1445,1.7,149,1,E,-122.40505666796807,37.766169123730755,US,True
164,101,,4,SF,,0.774,,A,"SAN FRANCISCO, THIRD STREET",198000,9148,4.62,1234,1,V,-122.39944763135145,37.719019016753826,US,True
166,101,,4,SF,,1.976,,A,"SAN FRANCISCO, JCT. RTE. 280",225000,5535,2.46,790,4,V,-122.40678100930876,37.73539917406915,US,True
168,101,,4,SF,,1.976,,B,"SAN FRANCISCO, JCT. RTE. 280",214000,8132,3.8,1139,4,V,-122.40678100930876,37.73539917406915,US,True
170,101,,4,SF,,4.241,,B,"SAN FRANCISCO, JCT. RTE. 80",193000,2972,1.54,396,1,V,-122.40505666796807,37.766169123730755,US,True
172,101,,4,SF,,6.712,,B,"SAN FRANCISCO, LOMBARD STREET",40500,883,2.18,72,4,E,-122.42459603600237,37.80136529665348,US,True
174,101,,4,SM,,1.869,,B,JCT. RTE. 114,191000,8079,4.23,1024,1,V,-122.15518028961075,37.46897390016453,US,True
176,101,,4,SM,,11.895,,A,"SAN MATEO, JCT. RTE. 92",234000,8167,3.49,1104,4,V,-122.29590662143607,37.553293774810854,US,True
178,101,,4,SM,,11.895,,B,"SAN MATEO, JCT. RTE. 92",190000,6137,3.23,801,4,V,-122.29590662143607,37.553293774810854,US,True
180,101,,4,SM,,13.461,,A,"SAN MATEO, THIRD AVENUE",245000,10829,4.42,1378,1,V,-122.31390866659206,37.57092277324785,US,True
182,101,,4,SM,,13.461,,B,"SAN MATEO, THIRD AVENUE",246000,9373,3.81,1146,1,V,-122.31390866659206,37.57092277324785,US,True
184,101,,4,SM,,17.947,,B,"MILLBRAE, MILLBRAE AVENUE",222000,10234,4.61,1051,22,E,-122.38032689890082,37.60260272533648,US,True
186,101,,4,SM,,5.385,,A,"REDWOOD CITY, JCT. RTE. 84",199000,8955,4.5,1028,1,E,-122.2129063819079,37.48903985526543,US,True
188,101,,4,SM,,5.385,,B,"REDWOOD CITY, JCT. RTE. 84",188000,8460,4.5,1128,1,E,-122.2129063819079,37.48903985526543,US,True
190,101,,4,SM,,6.623,,A,"REDWOOD CITY, WHIPPLE AVENUE",229000,11198,4.89,1297,1,V,-122.23307168255742,37.49639782890648,US,True
192,101,,4,SON,R,38.558,,B,LYTTON SPRINGS ROAD,29500,2505,8.49,576,1,V,-122.8742416447211,38.65934925925172,US,True
194,101,,4,SON,R,41.43,,B,SOUTH GEYSERVILLE,27000,2120,7.85,410,1,V,-122.89085485492194,38.69702714920258,US,True
196,101,,4,SON,R,43.373,,A,JCT. RTE. 128 EAST,22300,1929,8.65,409,1,V,-122.91899696712237,38.713717407201706,US,True
198,101,,4,SON,R,53.545,,B,JCT. RTE. 128 WEST,15200,1722,11.33,331,6,E,-123.01428412864647,38.82798711575556,US,True
200,101,,4,SON,R,54.201,,A,JCT. RTE. 128 WEST,14200,1609,11.33,309,6,E,-123.01428227811701,38.8280004892413,US,True
202,101,,4,SON,,12.682,,A,"COTATI, NORTH JCT. RTE. 116",109000,6224,5.71,1129,1,V,-122.71268165669169,38.33100727825409,US,True
204,101,,4,SON,,12.682,,B,"COTATI, NORTH JCT. RTE. 116",98000,6576,6.71,1175,1,V,-122.71268165669169,38.33100727825409,US,True
206,101,,4,SON,,19.646,,A,"SANTA ROSA, JCT. RTE. 12",134000,8040,6.0,1107,1,E,-122.71532529975815,38.43115612426014,US,True
208,101,,4,SON,,19.646,,B,"SANTA ROSA, JCT. RTE. 12",140000,7140,5.1,1164,1,V,-122.71532529975815,38.43115612426014,US,True
210,101,,4,SON,,2.925,,A,SOUTH PETALUMA,80000,5096,6.37,1018,1,V,-122.61197962760299,38.2239532691412,US,True
212,101,,4,SON,,2.925,,B,SOUTH PETALUMA,82000,3862,4.71,689,1,V,-122.61197962760299,38.2239532691412,US,True
214,101,,4,SON,,20.74,,A,"SANTA ROSA, COLLEGE AVENUE",135000,7020,5.2,1181,1,E,-122.72364367233965,38.44555966867782,US,True
216,101,,4,SON,,20.74,,B,"SANTA ROSA, COLLEGE AVENUE",140000,7280,5.2,1127,1,E,-122.72364367233965,38.44555966867782,US,True
218,101,,4,SON,,27.618,,A,SHILOH ROAD,70000,4151,5.93,723,1,V,-122.78992521160488,38.52581913924848,US,True
220,101,,4,SON,,3.664,,A,"PETALUMA, SOUTH JCT. RTE. 116 EAST",92000,4600,5.0,847,1,E,-122.61801684440314,38.23333777422157,US,True
222,101,,4,SON,,34.551,,B,SOUTH HEALDSBURG,50000,3635,7.27,697,1,V,-122.8683092559247,38.604018058736386,US,True
224,101,,4,SON,,7.651,,A,"PETALUMA, OLD REDWOOD HIGHWAY",108000,6059,5.61,1125,1,V,-122.66985366703753,38.27208763016166,US,True
226,101,,4,SON,,7.651,,B,"PETALUMA, OLD REDWOOD HIGHWAY",95000,5425,5.71,1051,1,E,-122.66985366703753,38.27208763016166,US,True
228,101,,5,MON,R,32.015,,A,"SAN LUCAS, JCT. RTE. 198",20800,3120,15.0,716,18,E,-121.02326720141676,36.12214654077104,US,True
230,101,,5,MON,R,32.015,,B,"SAN LUCAS, JCT. RTE. 198",18800,2632,14.0,628,18,E,-121.02326720141676,36.12214654077104,US,True
232,101,,5,MON,R,41.954,R,A,"JOLON ROAD, NORTH JCT.",13700,1781,13.0,392,18,E,-121.14795628507215,36.19782456823136,US,True
233,101,,5,MON,R,41.954,R,B,"JOLON ROAD, NORTH JCT.",14900,1490,10.0,356,18,E,-121.14795628507215,36.19782456823136,US,True
234,101,,5,MON,R,9.667,,A,JOLON ROAD,18300,2928,16.0,681,18,E,-120.83540997667583,35.873920900713784,US,True
236,101,,5,MON,R,9.667,,B,JOLON ROAD,19900,2985,15.0,685,18,E,-120.83540997667583,35.873920900713784,US,True
238,101,,5,MON,,101.316,,B,MONTEREY/SAN BENITO COUNTY LINE,64000,8467,13.23,1270,18,E,-121.63004337168721,36.8569320497611,US,True
240,101,,5,MON,,47.694,,A,TEAGUE AVENUE,28000,4564,16.3,936,22,E,-121.17915957907978,36.26149091999839,US,True
242,101,,5,MON,,61.583,,A,JCT. RTE. 146 EAST,38500,5094,13.23,1135,18,E,-121.32368178885055,36.41956792322555,US,True
244,101,,5,MON,,61.583,,B,JCT. RTE. 146 EAST,41000,5424,13.23,1166,18,E,-121.32368178885055,36.41956792322555,US,True
246,101,,5,MON,,66.398,,B,SOLEDAD PRISON,48500,6417,13.23,1380,18,E,-121.38765811724774,36.4649577182122,US,True
248,101,,5,MON,,72.605,,B,NORTH GONZALES,52000,7280,14.0,1633,18,E,-121.46415721762372,36.52365412720871,US,True
250,101,,5,MON,,85.624,,A,"SALINAS, AIRPORT BOULEVARD",53000,7420,14.0,1067,18,E,-121.62276959335578,36.66084424807856,US,True
252,101,,5,SBT,R,4.898,,A,JCT. RTE. 129 WEST,59000,7806,13.23,1098,18,E,-121.56147884407747,36.882513736163446,US,True
254,101,,5,SBT,,2.998,R,A,JCT. RTE. 156 EAST,24100,4097,17.0,602,18,E,-121.57931286115617,36.86183363992838,US,True
255,101,,5,SBT,,2.998,R,B,JCT. RTE. 156 EAST,28500,3420,12.0,460,18,E,-121.57931286115617,36.86183363992838,US,True
256,101,,5,SB,R,0.634,,A,JCT. RTE. 150 EAST,68000,3509,5.16,613,18,E,-119.48448848279948,34.38384866381834,US,True
258,101,,5,SB,R,0.634,,B,JCT. RTE. 150 EAST,68000,3509,5.16,613,18,E,-119.48448848279948,34.38384866381834,US,True
260,101,,5,SB,R,48.847,,A,"LAS CRUCES, JCT. RTE. 1 NORTHWEST",19600,2642,13.48,547,18,E,-120.22586915577853,34.50918419182042,US,True
262,101,,5,SB,R,48.847,,B,"LAS CRUCES, JCT. RTE. 1 NORTHWEST",26000,3871,14.89,755,23,E,-120.22586915577853,34.50918419182042,US,True
264,101,,5,SB,R,57.117,,A,"BUELLTON, JCT. RTE. 246",19300,2702,14.0,584,18,E,-120.19005633385856,34.612127343737406,US,True
266,101,,5,SB,R,57.117,,B,"BUELLTON, JCT. RTE. 246",19000,2660,14.0,575,18,E,-120.19005633385856,34.612127343737406,US,True
268,101,,5,SB,,11.407,,A,"SANTA BARBARA, JCT. RTE. 225 WEST",91000,4696,5.16,689,18,E,-119.65433100602044,34.42276929172039,US,True
270,101,,5,SB,,11.407,,B,"SANTA BARBARA, JCT. RTE. 225 WEST",78000,4025,5.16,578,18,E,-119.65433100602044,34.42276929172039,US,True
272,101,,5,SB,,12.754,,A,"SANTA BARBARA, JCT. RTE. 144",97000,5005,5.16,734,18,E,-119.67733772013446,34.42043744273902,US,True
274,101,,5,SB,,16.552,,A,"SANTA BARBARA, JCT. RTE. 225 SOUTHEAST",129000,6656,5.16,935,18,E,-119.73371856014079,34.42807886368569,US,True
276,101,,5,SB,,16.552,,B,"SANTA BARBARA, JCT. RTE. 225 SOUTHEAST",125000,7213,5.77,899,22,E,-119.73371856014079,34.42807886368569,US,True
278,101,,5,SB,,18.364,,A,JCT. RTE. 154,115000,6900,6.0,1361,18,E,-119.7599925897753,34.44131880834356,US,True
280,101,,5,SB,,18.364,,B,JCT. RTE. 154,124000,7440,6.0,1468,18,E,-119.7599925897753,34.44131880834356,US,True
282,101,,5,SB,,2.64,,A,"CARPINTERIA, CASITAS PASS ROAD",65000,3354,5.16,586,18,E,-119.5115060623677,34.39684752389209,US,True
284,101,,5,SB,,2.64,,B,"CARPINTERIA, CASITAS PASS ROAD",69000,3560,5.16,622,18,E,-119.5115060623677,34.39684752389209,US,True
286,101,,5,SB,,21.414,,A,JCT. RTE. 217 SOUTH,86000,5160,6.0,980,18,E,-119.81288723974217,34.44157234912517,US,True
288,101,,5,SB,,21.414,,B,JCT. RTE. 217 SOUTH,112000,6720,6.0,1347,18,E,-119.81288723974217,34.44157234912517,US,True
290,101,,5,SB,,23.711,,A,LOS CARNEROS ROAD,65000,6058,9.32,1169,18,E,-119.85283315728373,34.437779892667834,US,True
292,101,,5,SB,,24.762,,A,STORKE ROAD,34000,3169,9.32,651,18,E,-119.87085330169603,34.43455770275568,US,True
294,101,,5,SB,,26.907,,A,HOLLISTER AVENUE,28000,2610,9.32,462,18,E,-119.90588469172675,34.43243348987072,US,True
296,101,,5,SB,,62.671,,A,"ZACA, JCT. RTE. 154 EAST",32000,4480,14.0,940,18,E,-120.15757613138697,34.68785131498764,US,True
298,101,,5,SB,,62.671,,B,"ZACA, JCT. RTE. 154 EAST",23300,3262,14.0,715,18,E,-120.15757613138697,34.68785131498764,US,True
300,101,,5,SB,,70.921,,A,"LOS ALAMOS, JCT. RTE. 135 NORTHWEST",30000,4200,14.0,892,18,E,-120.27069572895489,34.74258130121342,US,True
302,101,,5,SB,,70.921,,B,"LOS ALAMOS, JCT. RTE. 135 NORTHWEST",32000,4480,14.0,954,18,E,-120.27069572895489,34.74258130121342,US,True
304,101,,5,SB,,80.21,,O,LAS FLORES BRIDGE,26000,3640,14.0,764,18,E,-120.37570380540852,34.84214266785874,US,True
306,101,,5,SB,,86.588,,A,BETTERAVIA ROAD,66000,9240,14.0,1926,18,E,-120.41782788059592,34.92360803430152,US,True
308,101,,5,SB,,86.588,,B,BETTERAVIA ROAD,54000,7560,14.0,1600,18,E,-120.41782788059592,34.92360803430152,US,True
310,101,,5,SB,,9.003,,A,"MONTECITO, SHEFFIELD DRIVE",78000,4025,5.16,703,18,E,-119.61403928470514,34.42186779667538,US,True
312,101,,5,SB,,9.003,,B,"MONTECITO, SHEFFIELD DRIVE",75000,3870,5.16,676,18,E,-119.61403928470514,34.42186779667538,US,True
314,101,,5,SB,,90.749,,B,JCT. RTE. 135 SOUTH,70000,9800,14.0,2043,18,E,-120.43137827136084,34.981341947900496,US,True
316,101,,5,SLO,R,24.296,,A,SANTA FE,67000,8710,13.0,1747,21,E,-120.6914080711176,35.22396217032388,US,True
318,101,,5,SLO,R,24.296,,B,SANTA FE,71000,9230,13.0,1851,21,E,-120.6914080711176,35.22396217032388,US,True
320,101,,5,SLO,,0.813,,A,JCT. RTE. 166 EAST,65000,8450,13.0,1709,21,E,-120.4346274777435,34.99627748609573,US,True
322,101,,5,SLO,,0.813,,B,JCT. RTE. 166 EAST,74000,9620,13.0,1976,21,E,-120.4346274777435,34.99627748609573,US,True
324,101,,5,SLO,,13.173,,A,"ARROYO GRANDE, JCT. RTE. 227 NORTH",60000,7800,13.0,1602,21,E,-120.58355847879155,35.1214438561966,US,True
326,101,,5,SLO,,13.173,,B,"ARROYO GRANDE, JCT. RTE. 227 NORTH",59000,7670,13.0,1552,21,E,-120.58355847879155,35.1214438561966,US,True
328,101,,5,SLO,,17.756,,A,"PISMO BEACH, JCT. RTE. 1 SOUTH",68000,8840,13.0,1816,21,E,-120.65458637016665,35.15106594591293,US,True
330,101,,5,SLO,,17.756,,B,"PISMO BEACH, JCT. RTE. 1 SOUTH",70000,9100,13.0,1841,21,E,-120.65458637016665,35.15106594591293,US,True
332,101,,5,SLO,,28.088,,A,"SAN LUIS OBISPO, JCT. RTE. 227",63000,8190,13.0,1643,21,E,-120.67125577987002,35.274400704682655,US,True
334,101,,5,SLO,,28.088,,B,"SAN LUIS OBISPO, JCT. RTE. 227",70000,9100,13.0,1825,21,E,-120.67125577987002,35.274400704682655,US,True
336,101,,5,SLO,,29.067,,A,"SAN LUIS OBISPO, JCT. RTE. 1 NORTH",49500,6435,13.0,1421,21,E,-120.6635037744139,35.286645039953804,US,True
338,101,,5,SLO,,30.36,,O,"SAN LUIS OBISPO, NORTH CITY LIMITS",46500,6045,13.0,1269,21,E,-120.64324829099466,35.29304549209249,US,True
340,101,,5,SLO,,37.863,,A,JCT. RTE. 58 EAST,44000,5280,12.0,1141,1,E,-120.6301948275837,35.38322391026555,US,True
342,101,,5,SLO,,37.863,,B,JCT. RTE. 58 EAST,47000,5640,12.0,1184,21,E,-120.6301948275837,35.38322391026555,US,True
344,101,,5,SLO,,45.572,,A,"ATASCADERO, JCT. RTE. 41",62000,7440,12.0,869,21,E,-120.66509331366474,35.48539227294322,US,True
346,101,,5,SLO,,45.572,,B,"ATASCADERO, JCT. RTE. 41",57000,6840,12.0,1520,21,E,-120.66509331366474,35.48539227294322,US,True
348,101,,5,SLO,,49.319,,B,SAN RAMON ROAD,62000,7669,12.37,839,20,V,-120.70438994059708,35.52658466235884,US,True
350,101,,5,SLO,,54.116,,A,JCT. RTE. 46 WEST,71000,8520,12.0,1826,21,E,-120.69544971914165,35.58935939082997,US,True
352,101,,5,SLO,,54.116,,B,JCT. RTE. 46 WEST,58000,6960,12.0,842,21,E,-120.69544971914165,35.58935939082997,US,True
354,101,,5,SLO,,57.92,,A,"PASO ROBLES, JCT. RTE. 46 EAST",27500,3575,13.0,842,21,E,-120.6850182502971,35.642606382943434,US,True
356,101,,5,SLO,,57.92,,B,"PASO ROBLES, JCT. RTE. 46 EAST",45500,5460,12.0,1151,21,E,-120.6850182502971,35.642606382943434,US,True
358,101,,7,LA,S,0.0,,A,"LOS ANGELES, JCT. RTE. 5",126000,5078,4.03,686,12,E,-118.22115290609295,34.03410835731144,US,True
360,101,,7,LA,S,1.329,,B,"LOS ANGELES, JCT. RTE. 10",114000,4594,4.03,620,12,E,-118.22658790041143,34.05279003369051,US,True
362,101,,7,LA,,0.387,,A,"LOS ANGELES, VIGNES STREET ",194000,6771,3.49,821,12,E,-118.23243298194534,34.05363692021353,US,True
