OBJECTID,RTE,RTE_SFX,DISTRICT,CNTY,PM_PFX,POSTMILE,PM_SFX,LEG,DESCRIPTION,VEHICLE_AADT_TOTAL,TOT_TRK_AADT,TRK_PERCENT_TOT,EAL,EST_YEAR,EST_CODE,longitude,latitude,RouteType,route_type_matched
2940,254,,1,HUM,,12.327,,A,JCT. RTE. 101,1200,81,6.75,4,17,V,-123.87012600971404,40.26644281724151,State,True
2942,254,,1,HUM,,12.327,,B,JCT. RTE. 101,2000,163,8.15,11,17,V,-123.87012600971404,40.26644281724151,State,True
2944,255,,1,HUM,R,5.13,,A,MAD RIVER SLOUGH BRIDGE,6300,345,5.48,43,18,V,-124.150558084794,40.86501756719545,State,True
2946,255,,1,HUM,,0.0,,A,"EUREKA, JCT. RTE. 101",7900,357,4.52,44,18,V,-124.15363045511802,40.80386090608037,State,True
2948,255,,1,HUM,,2.028,,A,NAVY BASE ROAD,7000,441,6.3,54,18,E,-124.17659210794076,40.825936222873565,State,True
2950,255,,1,HUM,,8.803,,B,JCT. RTE. 101,14780,931,6.3,113,16,E,-124.08275801989774,40.862681009152865,State,True
2952,259,,8,SBD,R,0.0,,A,"SAN BERNARDINO, JCT. RTE. 215",65000,2860,4.4,195,84,E,-117.30273658859592,34.12904277386102,State,True
2954,259,,8,SBD,,1.25,,B,JCT. RTE. 210,62000,2728,4.4,186,84,E,-117.29766619080685,34.145003366321475,State,True
2956,25,,4,SCL,,2.528,,B,"GILROY, JCT. RTE. 101",26500,1725,6.51,232,1,V,-121.55104475933881,36.961229765132195,State,True
2958,25,,5,MON,,0.0,,A,JCT. RTE. 198,90,17,18.89,1,23,E,-120.82124672737629,36.187218915299404,State,True
2960,25,,5,SBT,,21.47,,A,JCT. RTE. 146 WEST,900,150,16.67,19,23,E,-121.137076882091,36.518040924013896,State,True
2962,25,,5,SBT,,21.47,,B,JCT. RTE. 146 WEST,550,50,9.0,5,14,E,-121.137076882091,36.518040924013896,State,True
2964,25,,5,SBT,,39.533,,B,"PAICINES, PANOCHE ROAD",1100,135,12.27,13,23,E,-121.27894815717009,36.728882495746404,State,True
2966,25,,5,SBT,,7.3,,A,BITTER WATER/KING CITY ROAD,500,99,19.8,11,23,E,-121.00135133939999,36.38059791495666,State,True
2968,260,,4,ALA,R,1.924,R,B,"OAKLAND, JCT. RTE. 880, END RIGHT ALIGN",62000,1488,2.4,143,94,V,-122.27131801363262,37.79705782074019,State,True
2969,262,,4,ALA,R,0.0,,A,"FREMONT, JCT. RTE. 880",70000,5040,7.2,943,94,V,-121.93548368908088,37.484232162666004,State,True
2971,262,,4,ALA,R,1.07,,B,"FREMONT, JCT. RTE. 680",81000,4536,5.6,1061,94,V,-121.92319645087801,37.495469507229494,State,True
2973,263,,2,SIS,,49.07,,A,"YREKA, JCT. RTE. 3",1700,106,6.26,22,20,E,-122.63337639903116,41.740305365826494,State,True
2975,263,,2,SIS,,50.63,,B,"HAWKINSVILLE, HUMBUG ROAD",1750,103,5.89,18,20,E,-122.62185300370423,41.76086671567992,State,True
2977,265,,2,SIS,,19.801,,A,"WEED, JCT. RTE. 97",1600,140,8.74,33,20,E,-122.38734524217955,41.42293109103262,State,True
2979,265,,2,SIS,,20.328,,B,"WEED, JCT. RTE. 5",1600,140,8.74,33,20,E,-122.39661796605425,41.4233289702581,State,True
2981,266,,9,MNO,,0.0,,A,NEVADA STATE LINE (SOUTH),300,83,27.5,5,16,V,-117.83959596222516,37.469432887974065,State,True
2983,266,,9,MNO,,11.721,,B,NEVADA STATE LINE (NORTH),160,51,32.14,5,22,V,-117.98279912895184,37.57405438065304,State,True
2985,267,,3,PLA,,9.898,,B,JCT. RTE. 28,8800,282,3.2,37,6,E,-120.03153775212367,39.237944999100215,State,True
2987,269,,6,FRE,,0.427,,A,JCT. RTE. 5,2000,381,19.05,83,17,V,-120.10204631306,36.0768019500266,State,True
2989,269,,6,FRE,,0.0,,A,KINGS/FRESNO COUNTY LINE,4850,707,14.58,161,20,E,-120.10342322557469,36.0706034043624,State,True
2991,269,,6,FRE,,12.746,,A,JCT. RTE. 198,3250,794,24.42,108,17,V,-120.10357163624278,36.25552419432647,State,True
2993,269,,6,FRE,,12.746,,B,JCT. RTE. 198,4550,607,13.34,102,17,V,-120.10357163624278,36.25552419432647,State,True
2995,269,,6,FRE,,24.764,,B,JCT. RTE. 145,2650,777,29.31,127,20,V,-120.10309871007661,36.42965698567747,State,True
2997,269,,6,KIN,,0.0,,A,JCT. RTE. 33,2050,425,20.75,54,17,V,-120.13679300541763,36.00029108234522,State,True
2999,26,,10,AMA,,4.644,,B,JCT. RTE. 88,2550,156,6.1,35,96,V,-120.61017701143918,38.415605131837914,State,True
3001,26,,10,CAL,R,4.379,,A,JENNY LIND ROAD,6300,397,6.3,96,96,V,-120.87755106056481,38.122716741986665,State,True
3003,26,,10,CAL,R,4.379,,B,JENNY LIND ROAD,2500,170,6.8,42,96,V,-120.87755106056481,38.122716741986665,State,True
3005,26,,10,CAL,,10.302,,B,"VALLEY SPRINGS, JCT. RTE. 12",11400,490,4.3,127,96,E,-120.82905607768687,38.19154656998717,State,True
3007,26,,10,CAL,,10.435,,A,"VALLEY SPRINGS, JCT. RTE. 12",1700,85,5.0,8,96,V,-120.7644150121491,38.21188153219897,State,True
3009,26,,10,CAL,,18.069,,A,"MOKELUMNE HILL, JCT. RTE. 49",2350,108,4.59,21,96,V,-120.70466764398739,38.29781774618034,State,True
3011,26,,10,CAL,,18.069,,B,"MOKELUMNE HILL, JCT. RTE. 49",1700,75,4.43,11,96,V,-120.70466764398739,38.29781774618034,State,True
3013,26,,10,CAL,,26.797,,A,RIDGE ROAD,740,38,5.1,6,96,V,-120.58197887131448,38.346101830153614,State,True
3015,26,,10,CAL,,26.797,,B,RIDGE ROAD,1100,68,6.19,13,96,V,-120.58197887131448,38.346101830153614,State,True
3017,26,,10,CAL,,32.65,,A,"GLENCO, ASSOCIATED OFFICE ROAD",730,38,5.2,8,96,V,-120.53291210177505,38.3801738397509,State,True
3019,26,,10,CAL,,32.65,,B,"GLENCO, ASSOCIATED OFFICE ROAD",750,39,5.2,7,96,E,-120.53291210177505,38.3801738397509,State,True
3021,26,,10,CAL,,34.77,,A,WINTON ROAD,1800,68,3.8,16,96,V,-120.52513803818714,38.40247646881868,State,True
3023,26,,10,CAL,,34.77,,B,WINTON ROAD,1400,59,4.2,14,96,V,-120.52513803818714,38.40247646881868,State,True
3025,26,,10,CAL,,8.53,,A,LA CONTENTA COUNTRY CLUB ENTRANCE,11900,536,4.5,141,96,V,-120.83767115931512,38.17044739729695,State,True
3027,26,,10,CAL,,8.53,,B,LA CONTENTA COUNTRY CLUB ENTRANCE,11800,637,5.4,161,96,E,-120.83767115931512,38.17044739729695,State,True
3029,26,,10,SJ,,1.11,,A,JCT. RTE. 99,22100,2453,11.1,598,96,E,-121.24581305141537,37.96991504106849,State,True
3031,26,,10,SJ,,1.11,,B,JCT. RTE. 99,9300,828,8.9,183,96,E,-121.24581305141537,37.96991504106849,State,True
3033,26,,10,SJ,,1.897,,A,CARDINAL AVENUE,12600,932,7.4,196,96,E,-121.23206348169407,37.973979120809354,State,True
3035,26,,10,SJ,,1.897,,B,CARDINAL AVENUE,10200,1020,10.0,249,96,V,-121.23206348169407,37.973979120809354,State,True
3037,26,,10,SJ,,11.08,,A,"LINDEN, FLOOD ROAD/FRONT STREET",5400,232,4.3,61,97,V,-121.07724995912773,38.023226397165935,State,True
3039,26,,10,SJ,,11.08,,B,"LINDEN, FLOOD ROAD/FRONT STREET",5500,385,7.0,82,96,V,-121.07724995912773,38.023226397165935,State,True
3041,26,,10,SJ,,15.06,,A,ESCALON/BELLOTA ROAD,5500,369,6.7,81,96,V,-121.01471311359965,38.04994212392863,State,True
3043,26,,10,SJ,,15.06,,B,ESCALON/BELLOTA ROAD,5500,446,8.1,85,96,V,-121.01471311359965,38.04994212392863,State,True
3045,26,,10,SJ,,6.85,,A,JACKTONE ROAD,7000,483,6.9,96,96,V,-121.14951185722548,38.00076166324254,State,True
3047,26,,10,SJ,,6.85,,B,JACKTONE ROAD,6500,403,6.2,76,96,V,-121.14951185722548,38.00076166324254,State,True
3049,270,,9,MNO,,0.0,,A,JCT. RTE. 395,120,7,5.74,0,8,V,-119.19474372767932,38.17536319999518,State,True
3051,271,,1,MEN,R,17.048,,A,"JCT. RTE. 101, REYNOLDS",110,14,12.6,2,17,E,-123.77935181170082,39.94417263831077,State,True
3053,271,,1,MEN,,0.02,,A,JCT. RTE. 101,120,12,10.0,1,17,E,-123.63159606755583,39.834705483966104,State,True
3055,271,,1,MEN,,19.459,,A,"JCT. RTE. 101, PIERCY",140,18,13.1,2,17,E,-123.79510685322592,39.965978703894194,State,True
3057,271,,1,MEN,,5.601,,B,"JCT. RTE. 101, SCANDIA",490,44,9.0,3,17,E,-123.7076585651442,39.84856022173579,State,True
3059,271,,1,MEN,,7.308,,B,TEMPORARY JCT. RTE. 1,660,40,6.1,2,17,E,-123.71483050955672,39.8682645421847,State,True
3061,273,,2,SHA,,11.1,,A,CANYON ROAD,18900,917,4.85,108,23,V,-122.3793797008922,40.50653004671314,State,True
3063,273,,2,SHA,,11.83,,A,"REDDING, CLEAR CREEK ROAD",19200,480,2.5,102,20,E,-122.38129691321936,40.51691794498085,State,True
3065,273,,2,SHA,,12.27,,A,"REDDING, WESTWOOD AVENUE",21900,565,2.58,107,20,E,-122.38236958341527,40.52302269684237,State,True
3067,273,,2,SHA,,12.68,,A,"REDDING, CEDARS/SOUTH BONNEYVIEW ROADS",14700,767,5.22,60,23,V,-122.3834233449728,40.528997746775424,State,True
3069,273,,2,SHA,,16.833,,A,JCT. RTE. 299W AND RTE. 44E,15900,122,0.77,21,20,E,-122.3922686198926,40.58770726580741,State,True
3071,273,,2,SHA,,17.39,,A,QUARTZ HILL/RIO,19100,743,3.89,134,20,E,-122.3893052780946,40.594407045745065,State,True
3073,273,,2,SHA,,17.39,,B,QUARTZ HILL/RIO,16300,701,4.3,126,20,E,-122.3893052780946,40.594407045745065,State,True
3075,273,,2,SHA,,17.81,,A,"REDDING, BENTON DRIVE",17800,103,0.58,18,20,E,-122.38404250608741,40.5994636287929,State,True
3077,273,,2,SHA,,18.622,,A,LAKE BOULEVARD,12800,233,1.82,31,20,E,-122.37662384477201,40.6094062220586,State,True
3079,273,,2,SHA,,18.92,,A,TWINVIEW BOULEVARD,9000,221,2.45,25,20,E,-122.37527171857266,40.613474885730675,State,True
3081,273,,2,SHA,,20.033,,B,JCT. RTE. 5,6200,184,2.96,31,20,E,-122.36837625673995,40.6286331332552,State,True
3083,273,,2,SHA,,3.812,,A,JCT. RTE. 5,8700,601,6.91,83,21,V,-122.28462459534123,40.43099679196784,State,True
3085,273,,2,SHA,,4.44,,A,"ANDERSON, PINON AVENUE",11200,694,6.2,194,20,E,-122.29125493379082,40.43865798820684,State,True
3087,273,,2,SHA,,4.44,,B,"ANDERSON, PINON AVENUE",7600,470,6.19,132,20,E,-122.29125493379082,40.43865798820684,State,True
3089,273,,2,SHA,,5.206,,A,"ANDERSON, SOUTH STREET",10700,430,4.02,106,20,E,-122.29807722514867,40.4482349027659,State,True
3091,273,,2,SHA,,5.206,,B,"ANDERSON, SOUTH STREET",12000,466,3.88,118,20,E,-122.29807722514867,40.4482349027659,State,True
3093,273,,2,SHA,,5.438,,A,"ANDERSON, NORTH STREET",8300,384,4.63,91,20,E,-122.3013744878058,40.45050535431674,State,True
3095,273,,2,SHA,,6.387,,A,ALEXANDER AVENUE,9000,408,4.53,96,20,E,-122.31474236515947,40.45965884668849,State,True
3097,273,,2,SHA,,6.387,,B,ALEXANDER AVENUE,9500,253,2.66,33,20,E,-122.31474236515947,40.45965884668849,State,True
3099,273,,2,SHA,,6.9,,A,OX YOKE ROAD,11200,510,4.55,112,20,E,-122.3220317984314,40.46464639722915,State,True
3101,273,,2,SHA,,7.24,,A,CHAMPION/FRONTAGE ROADS,11100,490,4.41,104,20,E,-122.32688427301738,40.46796653676801,State,True
3103,273,,2,SHA,,7.54,,A,HILL STREET,10100,428,4.24,87,20,E,-122.33103491543146,40.470806055718946,State,True
3105,273,,2,SHA,,9.99,,A,HAPPY VALLEY ROAD,11000,356,3.24,71,20,E,-122.36586405875912,40.49459204690234,State,True
3107,275,,3,YOL,,12.009,,A,JCT. RTE. 50,9500,399,4.2,27,86,E,-121.52573212828092,38.57723098773003,State,True
3109,27,,7,LA,,0.0,,A,JCT. RTE. 1,14100,235,1.67,13,6,V,-118.57931065111929,34.040108906789975,State,True
3111,27,,7,LA,,12.276,,B,"LOS ANGELES, VENTURA BOULEVARD",30000,666,2.22,36,6,V,-118.60577286972097,34.16852711935667,State,True
3113,27,,7,LA,,12.43,,A,"LOS ANGELES, JCT. RTE. 101",48500,1567,3.23,140,6,V,-118.60577895401038,34.17075160432708,State,True
3115,27,,7,LA,,12.43,,B,"LOS ANGELES, JCT. RTE. 101",56000,1915,3.42,137,6,E,-118.60577895401038,34.17075160432708,State,True
3117,27,,7,LA,,20.062,,B,"LOS ANGELES, JCT. RTE. 118",41500,2009,4.84,239,6,V,-118.60479722655889,34.27775120519513,State,True
3119,280,,4,SCL,L,5.408,,A,"SAN JOSE, JCT. RTES. 17/880",167000,5177,3.1,740,96,E,-121.94031001730222,37.31740852622654,Interstate,True
3121,280,,4,SCL,R,0.366,,A,MCLAUGHLIN AVENUE,210000,7035,3.35,969,0,V,-121.85740533336741,37.33651131534501,Interstate,True
3123,280,,4,SCL,R,0.0,,A,"SAN JOSE, JCT. RTES. 101/680",201000,9447,4.7,1165,96,V,-121.85211546727297,37.33973764478589,Interstate,True
3125,280,,4,SCL,R,1.992,,A,"SAN JOSE, JCT. RTE. 82",179000,4654,2.6,504,96,V,-121.88322697142482,37.32632668825434,Interstate,True
3127,280,,4,SCL,R,2.522,,A,"SAN JOSE, JCT. RTE. 87",143000,2188,1.53,253,0,V,-121.89235003776986,37.32398586273484,Interstate,True
3129,280,,4,SCL,R,2.522,,B,"SAN JOSE, JCT. RTE. 87",179000,4475,2.5,552,96,V,-121.89235003776986,37.32398586273484,Interstate,True
3131,280,,4,SCL,,10.741,,A,"SUNNYVALE, JCT. RTE. 85",129000,4257,3.3,511,96,E,-122.05587608491828,37.332561145845744,Interstate,True
3133,280,,4,SCL,,9.433,,A,"SARATOGA, SUNNYVALE/DE ANZA BOULEVARD",121000,3594,2.97,655,5,V,-122.03231279801041,37.33452443773757,Interstate,True
3135,280,,4,SCL,,9.433,,B,"SARATOGA, SUNNYVALE/DE ANZA BOULEVARD",132000,4171,3.16,690,0,V,-122.03231279801041,37.33452443773757,Interstate,True
3137,280,,4,SF,R,0.738,,A,"SAN FRANCISCO, JCT. RTE. 82",156000,2496,1.6,280,8,V,-122.45660206993774,37.71062090174509,Interstate,True
3139,280,,4,SF,R,0.738,,B,"SAN FRANCISCO, JCT. RTE. 82",120000,1464,1.22,131,8,V,-122.45660206993774,37.71062090174509,Interstate,True
3141,280,,4,SF,R,4.341,R,B,"SAN FRANCISCO, JCT. RTE. 101",75000,1283,1.71,106,5,V,-122.40675415956322,37.73521147431804,Interstate,True
3142,280,,4,SF,R,6.05,,A,INDIANA STREET/PENNSYLVANIA AVENUE,107000,2675,2.5,216,96,V,-122.39221863134198,37.756427838763514,Interstate,True
3144,280,,4,SF,T,7.07,,B,"SAN FRANCISCO, 4TH STREET",94000,686,0.73,76,2,V,-122.3969342269332,37.76886493517243,Interstate,True
3146,280,,4,SF,T,7.543,,B,"SAN FRANCISCO, BRANNAN STREET",49000,1014,2.07,150,2,V,-122.4009952111937,37.7748139452183,Interstate,True
3148,280,,4,SM,M,27.165,R,B,"DALY CITY, JCT. RTE. 1 NORTH",92000,1012,1.1,96,96,V,-122.4710776553767,37.705009179669375,Interstate,True
3149,280,,4,SM,R,19.278,,A,"SAN BRUNO, JCT. RTE. 35 NORTH",99000,436,0.44,44,5,V,-122.42772106556835,37.604445196763315,Interstate,True
3151,280,,4,SM,R,19.278,,B,"SAN BRUNO, JCT. RTE. 35 NORTH",112000,269,0.24,25,5,V,-122.42772106556835,37.604445196763315,Interstate,True
3153,280,,4,SM,R,20.747,,A,"SAN BRUNO, SAN BRUNO AVENUE",104000,2465,2.37,246,0,V,-122.42826572400655,37.62434853485569,Interstate,True
3155,280,,4,SM,R,22.62,,A,"SOUTH SAN FRANCISCO, WESTBOROUGH BLVD",158000,1264,0.8,107,96,E,-122.44907304969136,37.64526897634124,Interstate,True
3157,280,,4,SM,R,24.197,,A,"DALY CITY, HICKEY BOULEVARD",156000,1420,0.91,145,0,V,-122.46553011472953,37.663347171954264,Interstate,True
3159,280,,4,SM,R,25.28,,A,"DALY CITY, JCT. RTE. 1 SOUTH",180000,2286,1.27,259,5,V,-122.47125716841487,37.678058787674665,Interstate,True
3161,280,,4,SM,R,25.28,,B,"DALY CITY, JCT. RTE. 1 SOUTH",186000,2195,1.18,239,5,V,-122.47125716841487,37.678058787674665,Interstate,True
3163,280,,4,SM,R,26.042,,A,JUNIPERO SIERRA,190000,2318,1.22,239,5,V,-122.47049255478439,37.68878587576644,Interstate,True
3165,280,,4,SM,R,3.337,,A,"WOODSIDE, JCT. RTE. 84",99000,2861,2.89,306,8,V,-122.24317986300258,37.43545959535275,Interstate,True
3167,280,,4,SM,R,3.337,,B,"WOODSIDE, JCT. RTE. 84",100000,3220,3.22,431,8,V,-122.24317986300258,37.43545959535275,Interstate,True
3169,280,,4,SM,R,5.6,,B,1-MI. S/O CANADA ROAD,97000,4239,4.37,249,22,E,-122.27776463672518,37.44987274735296,Interstate,True
3171,280,,4,SM,,10.866,,A,JCT. RTE. 92,96000,1613,1.68,212,5,V,-122.33894751181258,37.50739500300121,Interstate,True
3173,280,,4,SM,,10.866,,B,JCT. RTE. 92,89000,1522,1.71,192,5,V,-122.33894751181258,37.50739500300121,Interstate,True
3175,281,,1,LAK,,15.06,,B,POINT LAKEVIEW ROAD,2000,64,3.2,3,17,E,-122.7274472982544,38.954475895797856,State,True
3177,281,,1,LAK,,17.0,,B,JCT. RTE. 29,6400,282,4.4,16,17,E,-122.74152545643527,38.92970148466814,State,True
3179,282,,11,SD,,0.581,R,B,3RD ST./ALAMEDA BLVD,13600,408,3.0,36,86,V,-117.18293990514933,32.69965375666725,State,True
3180,282,,11,SD,,0.0,R,A,JCT. RTE. 75,16100,7392,45.91,1599,23,V,-117.17402061623662,32.6959221447438,State,True
3181,283,,1,HUM,,0.356,,B,NORTH END OF EEL RIVER BRIDGE,2210,84,3.8,5,22,V,-124.1011061113725,40.49263916623987,State,True
3183,283,,1,HUM,,0.0,,A,"JCT. RTE. 101, NORTH SCOTIA",2250,81,3.59,5,18,V,-124.09834551843583,40.48830195271357,State,True
3185,284,,2,PLU,,0.0,,A,JCT. RTE. 70,690,1,0.12,0,22,E,-120.13962511413243,39.79766128814164,State,True
3187,284,,2,PLU,,8.302,,B,FRENCHMAN RESERVOIR,390,0,0.04,0,22,E,-120.19107713443168,39.89275429279877,State,True
3189,28,,3,PLA,,0.085,,A,"TAHOE CITY, JCT. RTE. 89",6800,245,3.61,21,7,E,-120.14520465636328,39.16775073568718,State,True
3191,28,,3,PLA,,11.0,,B,CAL-NEVA DRIVE,10900,293,2.69,23,15,V,-120.0065491909995,39.22705380170583,State,True
3193,28,,3,PLA,,4.25,,A,LARDIN WAY,6100,257,4.21,24,12,V,-120.0937541865562,39.20731370425778,State,True
3195,28,,3,PLA,,9.34,,A,"KINGS BEACH, JCT. RTE. 267 NORTH",12500,451,3.61,38,7,E,-120.0315354847759,39.23791219292058,State,True
3197,28,,3,PLA,,9.34,,B,"KINGS BEACH, JCT. RTE. 267 NORTH",10500,379,3.61,32,7,E,-120.0315354847759,39.23791219292058,State,True
3199,299,,1,HUM,R,1.802,,A,JCT. RTE. 200 WEST,12400,1612,13.0,224,18,E,-124.05796336192428,40.909981997066375,State,True
3201,299,,1,HUM,R,1.802,,B,JCT. RTE. 200 WEST,11200,1456,13.0,202,18,E,-124.05796336192428,40.909981997066375,State,True
3203,299,,1,HUM,R,5.451,,A,BLUE LAKE ROAD,5000,650,13.0,90,16,E,-123.99786433387155,40.8879568762854,State,True
3205,299,,1,HUM,,0.0,,A,"ARCATA, JCT. RTE. 101",12550,1521,12.12,321,22,V,-124.083298629629,40.89723679520397,State,True
3207,299,,1,HUM,,38.833,,A,"WILLOW CREEK, JCT. RTE. 96 NORTH",5500,715,13.0,99,18,E,-123.63145737216755,40.93937938576576,State,True
3209,299,,1,HUM,,38.833,,B,"WILLOW CREEK, JCT. RTE. 96 NORTH",5300,506,9.55,67,18,V,-123.63145737216755,40.93937938576576,State,True
3211,299,,1,HUM,,41.86,,A,"GAMBI VILLAGE, EAST",3010,484,16.07,62,22,V,-123.60997836267008,40.90125441070706,State,True
3213,299,,1,HUM,,43.035,,B,HUMBOLT/TRINITY COUNTY LINE,3650,417,11.42,38,20,E,-123.60100940500703,40.888927556773034,State,True
3215,299,,2,LAS,,10.407,,O,CEMETERY ROAD,1450,252,17.39,47,23,E,-121.19547147277477,41.08438873700727,State,True
3217,299,,2,MOD,,0.332,,A,"ADIN, JCT. RTE. 139, SOUTH",1100,146,13.28,24,23,E,-120.94517874055465,41.187463546672646,State,True
3219,299,,2,MOD,,0.332,,B,"ADIN, JCT. RTE. 139, SOUTH",840,109,13.0,18,23,E,-120.94517874055465,41.187463546672646,State,True
3221,299,,2,MOD,,0.0,,A,LASSEN/MODOC COUNTY LINE,850,148,17.46,25,23,E,-120.95036211676207,41.18430076369688,State,True
3223,299,,2,MOD,,21.749,,A,JCT. RTE. 139 NORTH,2050,377,18.41,87,23,E,-120.87871101556533,41.43793657071137,State,True
3225,299,,2,MOD,,21.749,,B,JCT. RTE. 139 NORTH,850,147,17.29,24,23,E,-120.87871101556533,41.43793657071137,State,True
3227,299,,2,MOD,,40.276,,A,"ALTURAS, JUNIPER STREET",2950,360,12.2,83,23,E,-120.5495989756258,41.49453656075865,State,True
3229,299,,2,MOD,,40.276,,B,"ALTURAS, JUNIPER STREET",1550,450,29.04,104,23,E,-120.5495989756258,41.49453656075865,State,True
3231,299,,2,MOD,,40.63,,B,"ALTURAS, JCT. RTE. 395",4700,342,7.28,79,23,E,-120.5426035492683,41.49450281370093,State,True
3233,299,,2,MOD,,40.64,,A,"ALTURAS, JCT. RTE. 395",750,122,16.2,15,23,E,-120.45990778202756,41.540205356709826,State,True
3235,299,,2,MOD,,57.354,,A,LAKE CITY ROAD,290,53,18.3,5,23,E,-120.17193006697016,41.5295756211789,State,True
3237,299,,2,MOD,,57.354,,B,LAKE CITY ROAD,900,96,10.7,11,23,E,-120.17193006697016,41.5295756211789,State,True
3239,299,,2,MOD,,66.632,,B,NEVADA STATE LINE,95,18,19.26,2,23,E,-119.99916537623226,41.55758091067481,State,True
3241,299,,2,SHA,,0.0,,A,TRINITY/SHASTA COUNTY LINE,4200,444,10.57,82,21,V,-122.73381152158092,40.63510705105486,State,True
3243,299,,2,SHA,,16.47,,A,KENNEDY DRIVE,4650,259,5.56,64,20,E,-122.51946667567867,40.6150977403061,State,True
3245,299,,2,SHA,,17.739,,A,ROCK CREEK ROAD,9100,297,3.26,68,20,E,-122.50240882905658,40.60442215124615,State,True
3247,299,,2,SHA,,21.648,,B,"REDDING, WEST CITY LIMITS",9300,865,9.3,133,23,V,-122.43765699495606,40.582694386331745,State,True
3249,299,,2,SHA,,23.81,,A,"REDDING, COURT STREET",19300,322,1.67,58,20,E,-122.39711701972047,40.58641337271931,State,True
3251,299,,2,SHA,,23.81,,B,"REDDING, COURT STREET",19400,322,1.66,58,20,E,-122.39711701972047,40.58641337271931,State,True
3253,299,,2,SHA,,24.822,,A,"REDDING, JCT. RTE. 5",20500,1027,5.01,123,23,V,-122.36310981870811,40.612260841875326,State,True
3255,299,,2,SHA,,25.54,,A,HAWLEY ROAD,10700,401,3.75,93,20,E,-122.34994657667781,40.61456517595937,State,True
3257,299,,2,SHA,,27.239,,A,OLD OREGON TRAIL,9400,355,3.78,84,20,E,-122.31864975816765,40.62067545380385,State,True
3259,299,,2,SHA,,60.05,,B,BIG BEND ROAD,2600,450,17.3,87,21,V,-121.90734110167166,40.865630058115165,State,True
3261,299,,2,SHA,,72.64,,O,HAYNES ROAD,3400,523,15.39,117,20,E,-121.70670888137633,40.87435217276876,State,True
3263,299,,2,SHA,,73.13,,A,TAMARACK ROAD,2800,431,15.39,96,20,E,-121.69768987228059,40.872959311180274,State,True
3265,299,,2,SHA,,74.98,,B,"BURNEY, PLUMAS STREET",3050,628,20.59,117,23,E,-121.66671343342495,40.88192645990703,State,True
3267,299,,2,SHA,,76.181,,A,BLACK RANCH ROAD,5800,637,10.98,113,23,E,-121.6503097310096,40.892725660831424,State,True
3269,299,,2,SHA,,8.648,,A,FRENCH GULCH ROAD,5400,578,10.71,151,20,E,-122.63655683039565,40.66525297533873,State,True
3271,299,,2,SHA,,8.648,,B,FRENCH GULCH ROAD,4250,485,11.41,122,20,E,-122.63655683039565,40.66525297533873,State,True
3273,299,,2,SHA,,80.085,,A,"FOUR CORNERS, JCT. RTE. 89",3100,359,11.58,59,23,V,-121.60662733033253,40.938178523778525,State,True
3275,299,,2,SHA,,80.085,,B,"FOUR CORNERS, JCT. RTE. 89",4200,599,14.26,147,23,E,-121.60662733033253,40.938178523778525,State,True
3277,299,,2,SHA,,91.56,,A,"FALL RIVER MILLS, MAIN STREET",3600,427,11.86,76,23,E,-121.43857551508714,41.00413656508015,State,True
3279,299,,2,SHA,,91.56,,B,"FALL RIVER MILLS, MAIN STREET",3100,437,14.1,78,23,E,-121.43857551508714,41.00413656508015,State,True
3281,299,,2,SHA,,96.78,,A,PITTVILLE ROAD,1100,288,26.18,51,23,E,-121.37702390223684,41.058511013216226,State,True
3283,299,,2,SHA,,96.78,,B,PITTVILLE ROAD,2700,417,15.44,74,23,E,-121.37702390223684,41.058511013216226,State,True
3285,299,,2,SHA,,99.361,,B,SHASTA/LASSEN COUNTY LINE,1250,307,24.52,54,23,E,-121.33155174939166,41.07287172391867,State,True
3287,299,,2,TRI,R,58.11,,A,EAST JCT. RTE. 3,5000,307,6.14,74,20,E,-122.93930496605311,40.651295546768075,State,True
3289,299,,2,TRI,R,58.11,,B,EAST JCT. RTE. 3,4700,448,9.53,77,23,E,-122.93930496605311,40.651295546768075,State,True
3291,299,,2,TRI,,51.03,,A,"WEAVERVILLE, WEST CITY LIMITS",2100,229,10.9,40,21,V,-122.94777772489594,40.736093544219386,State,True
3293,299,,2,TRI,,51.03,,B,"WEAVERVILLE, WEST CITY LIMITS",2550,238,9.34,56,20,E,-122.94777772489594,40.736093544219386,State,True
3295,299,,2,TRI,,52.07,,O,"WEAVERVILLE, WASHINGTON STREET",8400,211,2.51,56,20,E,-122.93622105417431,40.727474388811636,State,True
3297,299,,2,TRI,,52.72,,A,MARTIN/NUGGET  ROADS,6800,270,3.97,68,20,E,-122.92823514268956,40.72024233828938,State,True
3299,299,,2,TRI,,52.72,,B,MARTIN/NUGGET  ROADS,7700,294,3.82,75,20,E,-122.92823514268956,40.72024233828938,State,True
3301,299,,2,TRI,,63.51,,A,LEWISTON ROAD,4350,315,7.25,80,20,E,-122.86256178982116,40.67268741213428,State,True
3303,299,,2,TRI,,67.425,,A,NEW LEWISTON ROAD,4250,484,11.39,121,20,E,-122.7972683659274,40.663647356285836,State,True
3305,29,,1,LAK,R,40.14,,A,JCT. RTE. 175,13000,710,5.46,66,17,E,-122.91290448237268,39.01689411372152,State,True
3307,29,,1,LAK,R,40.14,,B,JCT. RTE. 175,14500,792,5.46,74,17,E,-122.91290448237268,39.01689411372152,State,True
