Bridge_Type,BRIDGE,NAME,District_Label,DIST,County_Name,CO,CITY,RTE,PM,YRBLT,Age,Decade_Built,LAT,LON,LENG,MAINSPANS,APPSPANS,DECKWIDTH,DESIGN_MAIN,MATERIAL_MAIN,FAC,LOC,INTERSEC,DATA_EXTRACTED,X,Y,OBJECTID
State Highway,01 0002,MINOT CREEK,District 1,01,Del Norte,DN,00000,00101,8.14,1957.0,69.0,1950,41.55361944,-124.05490278,14.3,1.0,0.0,16.8,02: Stringer/Multi-Beam,5: Prestress Conc,U.S. HIGHWAY 101,01-DN-101-8.14,MINOT CREEK,2024/03/12 09:26:26+00,-13809728.6077,5094346.5671,1
State Highway,01 0004,HIGH PRAIRIE CREEK,District 1,01,Del Norte,DN,00000,00101,9.39,1957.0,69.0,1950,41.56820278,-124.068925,28.0,2.0,0.0,13.3,02: Stringer/Multi-Beam,5: Prestress Conc,U.S. HIGHWAY 101,01-DN-101-9.39,HIGH PRAIRIE CREEK,2024/03/12 09:26:26+00,-13811289.5543,5096516.1728,2
State Highway,01 0005,WILSON CREEK (LOUIS P DEMARTIN SR MEMORIAL BRIDGE),District 1,01,Del Norte,DN,00000,00101,12.64,1957.0,69.0,1950,41.60438611,-124.10074444,85.3,3.0,0.0,19.3,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 101,01-DN-101-12.64,WILSON CREEK,2024/03/12 09:26:26+00,-13814831.6786,5101901.3901,3
State Highway,01 0006,SMITH RIVER (HIOUCHI BRIDGE),District 1,01,Del Norte,DN,00000,00199,4.22,1990.0,36.0,1990,41.80669167,-124.08253889,208.5,3.0,0.0,12.2,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,U.S. HIGHWAY 199,01-DN-199-4.22,SMITH RIVER,2024/03/12 09:26:26+00,-13812805.0455,5132066.6325,4
State Highway,01 0007,MYRTLE CREEK,District 1,01,Del Norte,DN,00000,00199,7.09,1984.0,42.0,1980,41.80132423,-124.05574397,76.2,1.0,6.0,10.8,11: Arch - Deck,2: Concrete Cont,U.S. HIGHWAY 199,01-DN-199-7.09,MYRTLE CREEK,2024/03/12 09:26:26+00,-13809822.2488,5131265.08,5
State Highway,01 0009,SMITH RIVER (MARY ADAMS PEACOCK MEMORIAL BRIDGE),District 1,01,Del Norte,DN,00000,00199,,1985.0,41.0,1980,41.84243056,-124.01191111,113.1,3.0,0.0,10.8,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,U.S. HIGHWAY 199,01-DN-199-R11.95,SMITH RIVER,2024/03/12 09:26:26+00,-13804942.7972,5137405.4508,6
State Highway,01 0012,MIDDLE FORK SMITH RIVER,District 1,01,Del Norte,DN,00000,00199,,1965.0,61.0,1960,41.85752607,-123.88599125,100.9,3.0,0.0,18.9,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 199,01-DN-199-R19.22,MIDDLE FORK SMITH RIVER,2024/03/12 09:26:26+00,-13790925.4621,5139661.3744,7
State Highway,01 0014,PATRICK CREEK,District 1,01,Del Norte,DN,00000,00199,,1965.0,61.0,1960,41.87448619,-123.84392262,40.5,3.0,0.0,10.4,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 199,01-DN-199-R22.07,PATRICK CREEK,2024/03/12 09:26:26+00,-13786242.4038,5142196.5878,8
State Highway,01 0015,MIDDLE FORK SMITH RIVER,District 1,01,Del Norte,DN,00000,00199,24.08,1925.0,101.0,1920,41.87983879,-123.82716035,45.4,1.0,7.0,7.6,11: Arch - Deck,1: Concrete,U.S. HIGHWAY 199,01-DN-199-24.08,MIDDLE FORK SMITH RIVER,2024/03/12 09:26:26+00,-13784376.4363,5142996.837,9
State Highway,01 0016,MIDDLE FORK SMITH RIV (ALLEN F LEHMAN MEMORIAL BR),District 1,01,Del Norte,DN,00000,00199,,1985.0,41.0,1980,41.88285556,-123.818775,71.6,3.0,0.0,10.8,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 199,01-DN-199-R24.88,MIDDLE FORK SMITH RIVER,2024/03/12 09:26:26+00,-13783442.9836,5143447.8945,10
State Highway,01 0019,MIDDLE FORK SMITH RIV (HOWARD GRIFFIN MEMORIAL BR),District 1,01,Del Norte,DN,00000,00199,19.99,1962.0,64.0,1960,41.860775,-123.872375,85.3,2.0,0.0,10.4,02: Stringer/Multi-Beam,3: Steel,U.S. HIGHWAY 199,01-DN-199-19.99,MIDDLE FORK SMITH RIVER,2024/03/12 09:26:26+00,-13789409.7084,5140146.9754,11
State Highway,01 0020,SMITH RIVER (DR. ERNEST M FINE MEMORIAL BRIDGE),District 1,01,Del Norte,DN,00000,00101,36.06,1940.0,86.0,1940,41.87788056,-124.1375,320.3,6.0,14.0,9.7,02: Stringer/Multi-Beam,4: Steel Cont,U.S. HIGHWAY 101,01-DN-101-36.06,"SMITH RIV, SOUTH BANK RD",2024/03/12 09:26:26+00,-13818923.2883,5142704.0604,12
State Highway,01 0021,ELK CREEK,District 1,01,Del Norte,DN,CRESCENT CITY,00101,26.15,1944.0,82.0,1940,41.75266944,-124.19170833,27.4,1.0,0.0,63.4,01: Slab,1: Concrete,U.S. HIGHWAY 101,01-DN-101-26.15-CRC,ELK CREEK,2024/03/12 09:26:26+00,-13824957.7324,5124002.2266,13
State Highway,01 0023,ROWDY CREEK,District 1,01,Del Norte,DN,00000,00101,39.63,1951.0,75.0,1950,41.92828889,-124.14315278,63.4,2.0,0.0,13.3,02: Stringer/Multi-Beam,3: Steel,U.S. HIGHWAY 101,01-DN-101-39.63,ROWDY CREEK,2024/03/12 09:26:26+00,-13819552.5527,5150243.5128,14
State Highway,01 0024,GILBERT CREEK,District 1,01,Del Norte,DN,00000,00101,45.3,1953.0,73.0,1950,41.982,-124.20321389,49.4,3.0,0.0,12.9,04: Tee Beam,2: Concrete Cont,U.S. HIGHWAY 101,01-DN-101-45.30,GILBERT CREEK,2024/03/12 09:26:26+00,-13826238.525,5158283.5126,15
State Highway,01 0026,ROUTE 101/169 SEPARATION,District 1,01,Del Norte,DN,00000,00101,,1965.0,61.0,1960,41.52303889,-124.03406667,51.5,2.0,0.0,13.0,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 101,01-DN-101-R4.64,SR 169 & HOPPOW CREEK,2024/03/12 09:26:26+00,-13807409.1424,5089798.5964,16
State Highway,01 0026F,HOPPOW CREEK (W169-N101),District 1,01,Del Norte,DN,00000,00169,,1965.0,61.0,1960,41.52341111,-124.03384722,21.0,2.0,0.0,8.8,01: Slab,2: Concrete Cont,W169-N101 CONNECTR,01-DN-169-R0.03,HOPPOW CREEK,2024/03/12 09:26:26+00,-13807384.7139,5089853.9407,17
State Highway,01 0026K,HOPPOW CREEK (OFF-RAMP),District 1,01,Del Norte,DN,00000,00101,,1965.0,61.0,1960,41.52329167,-124.03489722,27.7,3.0,0.0,8.0,01: Slab,2: Concrete Cont,S101-CHAPMAN ST RP,01-DN-101-R4.76,HOPPOW CREEK,2024/03/12 09:26:26+00,-13807501.5993,5089836.181,18
State Highway,01 0028,KLAMATH RIVER,District 1,01,Del Norte,DN,00000,00101,,1965.0,61.0,1960,41.51508056,-124.02928889,621.2,12.0,0.0,10.4,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 101,01-DN-101-R4.04,KLAMATH RIVER,2024/03/12 09:26:26+00,-13806877.2826,5088615.3777,19
State Highway,01 0032,KLAMATH RIVER OVERFLOW,District 1,01,Del Norte,DN,00000,00101,,1965.0,61.0,1960,41.51128611,-124.02864444,153.9,5.0,0.0,10.4,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 101,01-DN-101-R3.77,"KLAMATH BCH RD,WAUKELL C",2024/03/12 09:26:26+00,-13806805.5433,5088051.2833,20
State Highway,01 0040,"HARDSCRABBLE CRK (VIGGO ""VIC"" MEEDOM MEMORIAL BR)",District 1,01,Del Norte,DN,00000,00199,11.01,2008.0,18.0,2000,41.83916944,-124.02605278,40.7,1.0,0.0,13.1,05: Box Beam Or Gdr - Mu,5: Prestress Conc,U.S. HIGHWAY 199,01-DN-199-11.01,HARDSCRABBLE CREEK,2024/03/12 09:26:26+00,-13806517.0403,5136918.1693,21
State Highway,01 0044,MIDDLE FORK SMITH RIVER,District 1,01,Del Norte,DN,00000,00199,,1965.0,61.0,1960,41.84489312,-123.92215238,170.7,5.0,0.0,18.9,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 199,01-DN-199-R17.06,MIDDLE FORK SMITH RIVER,2024/03/12 09:26:26+00,-13794950.9012,5137773.4286,22
State Highway,01 0046,SMITH RIVER OVERFLOW,District 1,01,Del Norte,DN,00000,00101,35.77,1955.0,71.0,1950,41.87381111,-124.13838611,86.3,10.0,0.0,15.2,01: Slab,2: Concrete Cont,U.S. HIGHWAY 101,01-DN-101-35.77,SMITH RIVER OVERFLOW,2024/03/12 09:26:26+00,-13819021.9298,5142095.6629,23
State Highway,01 0058F,S199-S101 CONNECTOR OC,District 1,01,Del Norte,DN,00000,00199,,1971.0,55.0,1970,41.80325,-124.14874167,111.6,2.0,0.0,12.8,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,S199-S101 CONNECTR,01-DN-199-T0.51L,U.S. 101 (@ PM R30.81),2024/03/12 09:26:26+00,-13820174.705,5131552.6598,24
State Highway,01 0061,SIMPSON UC,District 1,01,Del Norte,DN,00000,00101,,1963.0,63.0,1960,41.47133333,-124.04213889,5.5,1.0,0.0,0.0,11: Arch - Deck,3: Steel,U.S. HIGHWAY 101,01-DN-101-R0.50,TIMBER COMPANY HAUL ROAD,2024/03/12 09:26:26+00,-13808307.738,5082113.7809,25
State Highway,01 0063,RAILROAD AVENUE OC,District 1,01,Del Norte,DN,00000,00101,,1971.0,55.0,1970,41.77745,-124.1825,115.8,2.0,0.0,13.1,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,RAILROAD AVE,01-DN-101-R28.32,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13823932.6654,5127700.6102,26
State Highway,01 0064,WASHINGTON BLVD OC,District 1,01,Del Norte,DN,00000,00101,,1971.0,55.0,1970,41.772825,-124.18693056,73.8,2.0,0.0,17.9,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,WASHINGTON BLVD,01-DN-101-R27.87,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13824425.8727,5127010.2419,27
State Highway,01 0067,WEST SIX RIVERS SIDEHILL VIADUCT,District 1,01,Del Norte,DN,00000,00199,,1976.0,50.0,1970,41.84701172,-123.91515294,201.2,9.0,0.0,9.7,05: Box Beam Or Gdr - Mu,2: Concrete Cont,US HIGHWAY 199 NB,01-DN-199-R17.46,HILLSIDE ABOVE RIVER,2024/03/12 09:26:26+00,-13794171.7264,5138090.0194,28
State Highway,01 0068,EAST SIX RIVERS SIDEHILL VIADUCT,District 1,01,Del Norte,DN,00000,00199,,1976.0,50.0,1970,41.85195833,-123.90176389,289.6,12.0,0.0,9.7,05: Box Beam Or Gdr - Mu,2: Concrete Cont,US HIGHWAY 199 NB,01-DN-199-R18.26,HILLSIDE ABOVE RIVER,2024/03/12 09:26:26+00,-13792681.2645,5138829.2516,29
State Highway,01 0070,SIGNAL PEAK SIDEHILL VIADUCT,District 1,01,Del Norte,DN,00000,00199,8.66,1979.0,47.0,1970,41.81653731,-124.03888411,51.2,6.0,0.0,5.4,01: Slab,2: Concrete Cont,US HIGHWAY 199 NB,01-DN-199-8.66,HILLSIDE ABOVE RIVER,2024/03/12 09:26:26+00,-13807945.4177,5133537.117,30
State Highway,01 0071,NORTH PRAIRIE CREEK PARK UC,District 1,01,Del Norte,DN,00000,00101,,1990.0,36.0,1990,41.46667778,-124.03890833,34.6,1.0,0.0,22.3,05: Box Beam Or Gdr - Mu,5: Prestress Conc,U.S. HIGHWAY 101,01-DN-101-M0.15,NEWTON B DRURY SCNC PKWY,2024/03/12 09:26:26+00,-13807948.1142,5081422.1429,31
State Highway,01 0074,MYRTLE CREEK SIDEHILL VIADUCT (#1),District 1,01,Del Norte,DN,00000,00199,7.32,1994.0,32.0,1990,41.80378492,-124.05244224,31.2,1.0,0.0,5.1,05: Box Beam Or Gdr - Mu,1: Concrete,US HIGHWAY 199 NB,01-DN-199-7.32,HILLSIDE ABOVE RIVER,2024/03/12 09:26:26+00,-13809454.7015,5131632.5422,32
State Highway,01 0075,MYRTLE CREEK SIDEHILL VIADUCT (#2),District 1,01,Del Norte,DN,00000,00199,7.41,1994.0,32.0,1990,41.80475,-124.052175,28.5,1.0,0.0,5.5,05: Box Beam Or Gdr - Mu,1: Concrete,US HIGHWAY 199 NB,01-DN-199-7.41,HILLSIDE ABOVE RIVER,2024/03/12 09:26:26+00,-13809424.9528,5131776.6639,33
State Highway,01 0076,CUSHING CREEK SIDEHILL VIADUCT (#1),District 1,01,Del Norte,DN,00000,00101,21.01,2001.0,25.0,2000,41.70655556,-124.13062778,54.7,2.0,0.0,7.7,02: Stringer/Multi-Beam,6: Prstr Conc Cont,US HIGHWAY 101 SB,01-DN-101-21.01,HILLSIDE,2024/03/12 09:26:26+00,-13818158.2761,5117123.7404,34
State Highway,01 0077,TERWER CREEK,District 1,01,Del Norte,DN,00000,00169,2.58,2006.0,20.0,2000,41.52176944,-123.99662222,61.6,2.0,0.0,13.1,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,STATE ROUTE 169,01-DN-169-2.58,TERWER CREEK,2024/03/12 09:26:26+00,-13803240.8458,5089609.8498,35
State Highway,01 0078,MYRTLE CREEK SIDEHILL VIADUCT (#3),District 1,01,Del Norte,DN,00000,00199,7.5,2005.0,21.0,2000,41.80644164,-124.05203887,24.2,1.0,0.0,3.7,02: Stringer/Multi-Beam,5: Prestress Conc,US HIGHWAY 199 NB,01-DN-199-7.50,HILLSIDE ABOVE RIVER,2024/03/12 09:26:26+00,-13809409.7991,5132029.2929,36
State Highway,01 0079,CUSHING CREEK SIDEHILL VIADUCT (#2),District 1,01,Del Norte,DN,00000,00101,21.4,2005.0,21.0,2000,41.70950556,-124.12889167,61.5,3.0,0.0,10.4,02: Stringer/Multi-Beam,6: Prstr Conc Cont,US HIGHWAY 101 SB,01-DN-101-21.40,HILLSIDE,2024/03/12 09:26:26+00,-13817965.0131,5117563.6235,37
State Highway,01 0081,SMITH RIVER CANYON SIDEHILL VIADUCT,District 1,01,Del Norte,DN,00000,00199,8.2,2017.0,9.0,2010,41.80804167,-124.05176389,67.5,7.0,0.0,6.7,01: Slab,2: Concrete Cont,US HIGHWAY 199 NB,01-DN-199-8.20,HILLSIDE ABOVE RIVER,2024/03/12 09:26:26+00,-13809379.1881,5132268.2468,38
State Highway,01 0082,SULTAN CREEK,District 1,01,Del Norte,DN,00000,00197,4.98,2016.0,10.0,2010,41.85861111,-124.11777778,11.7,1.0,0.0,10.6,01: Slab,1: Concrete,SR 197 (N BANK RD),01-DN-197-4.98,SULTAN CREEK,2024/03/12 09:26:26+00,-13816727.8206,5139823.5475,39
State Highway,01 0084,LITTLE MILL CREEK,District 1,01,Del Norte,DN,00000,00197,6.14,2017.0,9.0,2010,41.87347222,-124.12361111,27.4,1.0,0.0,10.6,02: Stringer/Multi-Beam,5: Prestress Conc,STATE ROUTE 197,01-DN-197-6.14,LITTLE MILL CREEK,2024/03/12 09:26:26+00,-13817377.1843,5142044.9994,40
State Highway,01 0086,HUNTER CREEK,District 1,01,Del Norte,DN,00000,00101,8.51,2023.0,3.0,2020,41.55813611,-124.05888333,40.5,2.0,0.0,15.5,01: Slab,6: Prstr Conc Cont,U.S. HIGHWAY 101,01-DN-101-8.51,HUNTER CREEK,2024/03/12 09:26:26+00,-13810171.721,5095018.4727,41
State Highway,01 0087,DOMINIE CREEK,District 1,01,Del Norte,DN,00000,00101,39.8,2021.0,5.0,2020,41.92966389,-124.14504167,24.4,1.0,0.0,17.1,05: Box Beam Or Gdr - Mu,5: Prestress Conc,U.S. HIGHWAY 101,01-DN-101-39.80,DOMINIE CREEK,2024/03/12 09:26:26+00,-13819762.8229,5150449.2517,42
State Highway,01 0088,PANTHER CREEK,District 1,01,Del Norte,DN,00000,00101,8.34,2021.0,5.0,2020,41.55619722,-124.05690278,53.0,1.0,0.0,5.6,10: Truss - Thru,3: Steel,U.S. HIGHWAY 101,01-DN-101-8.34,PANTHER CREEK,2024/03/12 09:26:26+00,-13809951.2466,5094730.0352,43
State Highway,02 0002,SACRAMENTO RIVER BOH,District 2,02,Siskiyou,SIS,DUNSMUIR,00005,2.65,1955.0,71.0,1950,41.21972778,-122.2748,176.5,3.0,6.0,27.0,11: Arch - Deck,1: Concrete,INTERSTATE 5,02-SIS-005-2.65-DMR,"SACRAMENTO,UP RR,AMTRAK",2024/03/12 09:26:26+00,-13611568.4728,5044805.6832,44
State Highway,02 0002Y,SACRAMENTO RIVER BOH,District 2,02,Siskiyou,SIS,DUNSMUIR,00005,2.65,1966.0,60.0,1960,41.21952778,-122.27562778,253.1,6.0,0.0,11.5,02: Stringer/Multi-Beam,4: Steel Cont,DUNSMUIR AVENUE,02-SIS-005-2.65-DMR,"SACRAMENTO,UP RR,AMTRAK",2024/03/12 09:26:26+00,-13611660.6207,5044776.0844,45
State Highway,02 0004R,BLACK BUTTE OH,District 2,02,Siskiyou,SIS,00000,00005,,1973.0,53.0,1970,41.37599167,-122.37503611,58.8,3.0,0.0,16.5,05: Box Beam Or Gdr - Mu,2: Concrete Cont,INTERSTATE 5 NB,02-SIS-005-R15.94,UP RR & AMTRAK,2024/03/12 09:26:26+00,-13622726.7057,5067959.5364,46
State Highway,02 0010,GREENHORN CREEK,District 2,02,Siskiyou,SIS,YREKA CITY,00005,,1970.0,56.0,1970,41.70978611,-122.64149167,7.9,2.0,0.0,0.0,19: Culvert,2: Concrete Cont,INTERSTATE 5,02-SIS-005-R46.05-YRE,GREENHORN CREEK,2024/03/12 09:26:26+00,-13652388.4025,5117605.4589,47
State Highway,02 0011,SHASTA RIVER,District 2,02,Siskiyou,SIS,00000,00263,52.62,1928.0,98.0,1920,41.78108889,-122.59639722,83.8,5.0,0.0,8.4,04: Tee Beam,1: Concrete,STATE ROUTE 263,02-SIS-263-52.62,SHASTA RIVER,2024/03/12 09:26:26+00,-13647368.5118,5128243.8179,48
State Highway,02 0012,DRY GULCH,District 2,02,Siskiyou,SIS,00000,00263,54.51,1929.0,97.0,1920,41.80195,-122.59875833,105.2,1.0,3.0,8.4,11: Arch - Deck,1: Concrete,STATE ROUTE 263,02-SIS-263-54.51,DRY GULCH,2024/03/12 09:26:26+00,-13647631.3495,5131358.5272,49
State Highway,02 0013,SHASTA RIVER,District 2,02,Siskiyou,SIS,00000,00263,55.03,1931.0,95.0,1930,41.80835278,-122.595625,242.0,3.0,2.0,7.9,09: Truss - Deck,4: Steel Cont,STATE ROUTE 263,02-SIS-263-55.03,SHASTA RIVER,2024/03/12 09:26:26+00,-13647282.5485,5132314.7099,50
State Highway,02 0014,SHASTA RIVER,District 2,02,Siskiyou,SIS,00000,00263,56.35,1931.0,95.0,1930,41.82116389,-122.59258333,177.4,2.0,4.0,8.4,11: Arch - Deck,2: Concrete Cont,STATE ROUTE 263,02-SIS-263-56.35,SHASTA RIVER,2024/03/12 09:26:26+00,-13646943.9517,5134228.192,51
State Highway,02 0019,BAILEY HILL UP,District 2,02,Siskiyou,SIS,00000,00005,,1971.0,55.0,1970,41.97384167,-122.60468056,106.7,2.0,4.0,0.0,06: Box Beam Or Gdr - Sn,6: Prstr Conc Cont,CORP RR,02-SIS-005-R66.97,INTERSTATE 5,2024/03/12 09:26:26+00,-13648290.6084,5157061.8577,52
State Highway,02 0022,IRVING CREEK,District 2,02,Siskiyou,SIS,00000,00096,,1966.0,60.0,1960,41.46844167,-123.49653333,85.3,3.0,0.0,10.6,05: Box Beam Or Gdr - Mu,2: Concrete Cont,STATE ROUTE 96,02-SIS-096-R7.25,IRVING CREEK,2024/03/12 09:26:26+00,-13747571.2054,5081684.1837,53
State Highway,02 0023,STANSHAW CREEK,District 2,02,Siskiyou,SIS,00000,00096,,1942.0,84.0,1940,41.47620833,-123.50825833,7.3,2.0,0.0,0.0,11: Arch - Deck,3: Steel,STATE ROUTE 96,02-SIS-096-R8.20,STANSHAW CREEK,2024/03/12 09:26:26+00,-13748876.4264,5082838.0732,54
State Highway,02 0024,SANDY BAR CREEK,District 2,02,Siskiyou,SIS,00000,00096,,1942.0,84.0,1940,41.48731467,-123.51493092,7.9,2.0,0.0,0.0,11: Arch - Deck,3: Steel,STATE ROUTE 96,02-SIS-096-R9.11,SANDY BAR CREEK,2024/03/12 09:26:26+00,-13749619.2157,5084488.3759,55
State Highway,02 0027,TI CREEK,District 2,02,Siskiyou,SIS,00000,00096,,1967.0,59.0,1960,41.52501389,-123.52679722,40.5,1.0,0.0,10.4,05: Box Beam Or Gdr - Mu,5: Prestress Conc,STATE ROUTE 96,02-SIS-096-R11.99,TI CREEK,2024/03/12 09:26:26+00,-13750940.1661,5090092.2555,56
State Highway,02 0030L,GRENADA OH,District 2,02,Siskiyou,SIS,00000,00005,,1967.0,59.0,1960,41.627175,-122.52160556,119.8,5.0,0.0,12.5,02: Stringer/Multi-Beam,6: Prstr Conc Cont,INTERSTATE 5 SB,02-SIS-005-R36.72,CORP RR & SISKIYOU AVE,2024/03/12 09:26:26+00,-13639042.7417,5105294.6432,57
State Highway,02 0030R,GRENADA OH,District 2,02,Siskiyou,SIS,00000,00005,,1967.0,59.0,1960,41.62765278,-122.52155,119.8,5.0,0.0,12.5,02: Stringer/Multi-Beam,6: Prstr Conc Cont,INTERSTATE 5 NB,02-SIS-005-R36.74,CORP RR & SISKIYOU AVE,2024/03/12 09:26:26+00,-13639036.5572,5105365.7969,58
State Highway,02 0031,REAM AVENUE OC,District 2,02,Siskiyou,SIS,MOUNT SHASTA,00005,,1964.0,62.0,1960,41.29876667,-122.31431944,67.1,4.0,0.0,10.6,04: Tee Beam,2: Concrete Cont,REAM AVE,02-SIS-005-R9.65-MSHA,INTERSTATE 5,2024/03/12 09:26:26+00,-13615967.7572,5056510.0599,59
State Highway,02 0032L,NORTH EDGEWOOD OH,District 2,02,Siskiyou,SIS,00000,00005,,1967.0,59.0,1960,41.47105833,-122.45155833,69.8,4.0,0.0,12.8,02: Stringer/Multi-Beam,6: Prstr Conc Cont,INTERSTATE 5 SB,02-SIS-005-R25.22,CORP RR & EDGEWOOD RD,2024/03/12 09:26:26+00,-13631245.1205,5082072.925,60
State Highway,02 0032R,NORTH EDGEWOOD OH,District 2,02,Siskiyou,SIS,00000,00005,,1967.0,59.0,1960,41.47118333,-122.45123611,69.8,4.0,0.0,12.8,02: Stringer/Multi-Beam,6: Prstr Conc Cont,INTERSTATE 5 NB,02-SIS-005-R25.22,CORP RR & EDGEWOOD RD,2024/03/12 09:26:26+00,-13631209.2509,5082091.4958,61
State Highway,02 0035,DILLON CREEK,District 2,02,Siskiyou,SIS,00000,00096,,1966.0,60.0,1960,41.57525,-123.53991389,76.5,2.0,0.0,10.6,02: Stringer/Multi-Beam,4: Steel Cont,STATE ROUTE 96,02-SIS-096-R16.13,DILLON CREEK,2024/03/12 09:26:26+00,-13752400.3068,5097564.7844,62
State Highway,02 0036L,PIONEER OVERHEAD,District 2,02,Siskiyou,SIS,00000,00005,,1964.0,62.0,1960,41.29286111,-122.31073889,73.8,3.0,0.0,12.7,05: Box Beam Or Gdr - Mu,2: Concrete Cont,INTERSTATE 5 SB,02-SIS-005-R9.20,UP RR & AMTRAK,2024/03/12 09:26:26+00,-13615569.1717,5055635.053,63
State Highway,02 0036R,PIONEER OVERHEAD,District 2,02,Siskiyou,SIS,00000,00005,,1964.0,62.0,1960,41.29322222,-122.31058611,73.8,3.0,0.0,12.7,05: Box Beam Or Gdr - Mu,2: Concrete Cont,INTERSTATE 5 NB,02-SIS-005-R9.20,UP RR & AMTRAK,2024/03/12 09:26:26+00,-13615552.1645,5055688.5553,64
State Highway,02 0037,LAKE STREET OC,District 2,02,Siskiyou,SIS,MOUNT SHASTA,00005,,1964.0,62.0,1960,41.30996667,-122.32047222,64.0,4.0,0.0,12.3,04: Tee Beam,2: Concrete Cont,LAKE ST,02-SIS-005-R10.48-MSHA,INTERSTATE 5,2024/03/12 09:26:26+00,-13616652.6813,5058169.7448,65
State Highway,02 0038,PATTERSON CREEK,District 2,02,Siskiyou,SIS,00000,00003,24.26,1962.0,64.0,1960,41.50254444,-122.906525,22.6,2.0,0.0,10.6,04: Tee Beam,2: Concrete Cont,STATE ROUTE 3,02-SIS-003-24.26,PATTERSON CREEK,2024/03/12 09:26:26+00,-13681891.7782,5086751.8449,66
State Highway,02 0044,SHASTA RIVER,District 2,02,Siskiyou,SIS,00000,00003,51.76,1959.0,67.0,1950,41.72639444,-122.55866389,38.4,3.0,0.0,13.3,04: Tee Beam,2: Concrete Cont,STATE ROUTE 3,02-SIS-003-51.76,SHASTA RIVER,2024/03/12 09:26:26+00,-13643168.0564,5120082.3634,67
State Highway,02 0045,LITTLE CASTLE CREEK,District 2,02,Siskiyou,SIS,00000,00005,0.04,1960.0,66.0,1960,41.18453889,-122.28861389,7.9,1.0,0.0,0.0,11: Arch - Deck,1: Concrete,INTERSTATE 5,02-SIS-005-0.04,LITTLE CASTLE CREEK,2024/03/12 09:26:26+00,-13613106.2279,5039599.331,68
State Highway,02 0048,SHEEP ROCK CATTLEPASS,District 2,02,Siskiyou,SIS,00000,00097,,1976.0,50.0,1970,41.55986944,-122.20832222,18.9,3.0,0.0,15.4,01: Slab,2: Concrete Cont,U.S. HIGHWAY 97,02-SIS-097-R14.65,SHEEP ROCK CATTLEPASS,2024/03/12 09:26:26+00,-13604168.2005,5095276.3381,69
State Highway,02 0049,INDIAN CREEK,District 2,02,Siskiyou,SIS,00000,00096,41.02,1962.0,64.0,1960,41.79071944,-123.37950833,100.6,4.0,0.0,10.4,05: Box Beam Or Gdr - Mu,2: Concrete Cont,STATE ROUTE 96,02-SIS-096-41.02,INDIAN CREEK,2024/03/12 09:26:26+00,-13734544.042,5129681.6009,70
State Highway,02 0050,OLD MILL PUC,District 2,02,Siskiyou,SIS,00000,00089,25.06,1962.0,64.0,1960,41.25289167,-122.1414,2.5,1.0,0.0,0.0,11: Arch - Deck,3: Steel,STATE ROUTE 89,02-SIS-089-25.06,PEDESTRIAN WALKWAY,2024/03/12 09:26:26+00,-13596718.4528,5049714.9923,71
State Highway,02 0051,CLEAR CREEK,District 2,02,Siskiyou,SIS,00000,00096,32.6,1966.0,60.0,1960,41.70961111,-123.449475,70.1,2.0,0.0,10.4,02: Stringer/Multi-Beam,4: Steel Cont,STATE ROUTE 96,02-SIS-096-32.60,CLEAR CREEK,2024/03/12 09:26:26+00,-13742332.6957,5117579.3634,72
State Highway,02 0052,KIDDER CREEK,District 2,02,Siskiyou,SIS,00000,00003,27.09,1956.0,70.0,1950,41.54324167,-122.904725,47.5,3.0,0.0,10.6,02: Stringer/Multi-Beam,6: Prstr Conc Cont,STATE ROUTE 3,02-SIS-003-27.09,KIDDER CREEK,2024/03/12 09:26:26+00,-13681691.4031,5092802.9327,73
State Highway,02 0053,OAK FLAT CREEK,District 2,02,Siskiyou,SIS,00000,00096,34.35,1952.0,74.0,1950,41.729875,-123.43561667,22.6,3.0,0.0,8.7,01: Slab,2: Concrete Cont,STATE ROUTE 96,02-SIS-096-34.35,OAK FLAT CREEK,2024/03/12 09:26:26+00,-13740789.9931,5120601.5217,74
