Bridge_Type,BRIDGE,NAME,District_Label,DIST,County_Name,CO,CITY,RTE,PM,YRBLT,Age,Decade_Built,LAT,LON,LENG,MAINSPANS,APPSPANS,DECKWIDTH,DESIGN_MAIN,MATERIAL_MAIN,FAC,LOC,INTERSEC,DATA_EXTRACTED,X,Y,OBJECTID
State Highway,26 0050,DRY CREEK,District 10,10,Amador,AMA,00000,00104,,2005.0,21.0,2000,38.37246389,-120.96626111,61.3,3.0,0.0,13.3,05: Box Beam Or Gdr - Mu,2: Concrete Cont,STATE ROUTE 104,10-AMA-104-R3.62,DRY CREEK,2024/03/12 09:26:26+00,-13465902.59,4632176.9135,2624
State Highway,26 0051,JACKSON CREEK OVERFLOW,District 10,10,Amador,AMA,00000,00088,2.94,2014.0,12.0,2010,38.305625,-120.98003056,54.9,5.0,0.0,15.5,01: Slab,2: Concrete Cont,STATE ROUTE 88,10-AMA-088-2.94,JACKSON CREEK OVERFLOW,2024/03/12 09:26:26+00,-13467435.3976,4622690.7968,2625
State Highway,27 0002,FORBES OH,District 4,04,Marin,MRN,SAN RAFAEL,00101,13.25,1957.0,69.0,1950,38.00139448,-122.53720409,41.6,3.0,0.0,43.7,01: Slab,5: Prestress Conc,U.S. HIGHWAY 101,04-MRN-101-13.25-SRF,NWP RR / SMART,2024/03/12 09:26:26+00,-13640779.1631,4579622.8077,2626
State Highway,27 0003,ARROYO DE SAN JOSE,District 4,04,Marin,MRN,00000,00101,18.15,1928.0,98.0,1920,38.06801944,-122.53811389,8.5,1.0,0.0,73.0,04: Tee Beam,1: Concrete,U.S. HIGHWAY 101,04-MRN-101-18.15,ARROYO DE SAN JOSE,2024/03/12 09:26:26+00,-13640880.4409,4589039.1402,2627
State Highway,27 0004,MILLER CREEK,District 4,04,Marin,MRN,00000,00101,15.35,1952.0,74.0,1950,38.03033889,-122.53723611,26.8,3.0,0.0,43.2,01: Slab,2: Concrete Cont,U.S. HIGHWAY 101,04-MRN-101-15.35,MILLER CREEK,2024/03/12 09:26:26+00,-13640782.7271,4583712.5673,2628
State Highway,27 0006,NORTH BRANCH GALLINAS CREEK,District 4,04,Marin,MRN,SAN RAFAEL,00101,13.99,1951.0,75.0,1950,38.01115278,-122.54176944,13.1,3.0,0.0,48.0,19: Culvert,2: Concrete Cont,U.S. HIGHWAY 101,04-MRN-101-13.99-SRF,N BRANCH GALLINAS CREEK,2024/03/12 09:26:26+00,-13641287.3754,4581001.4462,2629
State Highway,27 0007,CALIFORNIA PARK OVERHEAD,District 4,04,Marin,MRN,SAN RAFAEL,00101,9.63,1958.0,68.0,1950,37.95708056,-122.50873056,312.1,12.0,0.0,37.4,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 101,04-MRN-101-9.63-SRF,"GGT, BELLAM, ANDERSEN",2024/03/12 09:26:26+00,-13637609.5032,4573364.5078,2630
State Highway,27 0008,CORTE MADERA CREEK,District 4,04,Marin,MRN,LARKSPUR,00101,8.47,1957.0,69.0,1950,37.94188056,-122.51545556,385.6,12.0,22.0,34.0,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 101,04-MRN-101-8.47-LKSP,CORTE MADERA CR & SFD BL,2024/03/12 09:26:26+00,-13638358.1268,4571218.735,2631
State Highway,27 0008K,CORTE MADERA CREEK,District 4,04,Marin,MRN,LARKSPUR,00101,8.47,1959.0,67.0,1950,37.94201389,-122.51583333,502.3,11.0,18.0,11.2,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 101,04-MRN-101-8.47-LKSP,CORTE MADERA CR & EB SFD,2024/03/12 09:26:26+00,-13638400.1807,4571237.5556,2632
State Highway,27 0008S,CORTE MADERA CREEK,District 4,04,Marin,MRN,LARKSPUR,00101,8.47,1961.0,65.0,1960,37.94185,-122.51525833,538.0,12.0,12.0,10.1,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 101,04-MRN-101-8.47-LKSP,CORTE MADERA CR & SFD BL,2024/03/12 09:26:26+00,-13638336.172,4571214.4218,2633
State Highway,27 0008Z,CORTE MADERA CREEK PEDESTRIAN BRIDGE,District 4,04,Marin,MRN,LARKSPUR,,,2023.0,3.0,2020,37.94194444,-122.51513889,279.0,1.0,15.0,13.2,02: Stringer/Multi-Beam,5: Prestress Conc,PEDESTRIAN WALKWAY,04-MRN---LKSP,CORTE MADERA CR,2024/03/12 09:26:26+00,-13638322.8756,4571227.7531,2634
State Highway,27 0009,WORNUM DRIVE UC,District 4,04,Marin,MRN,CORTE MADERA,00101,8.02,1929.0,97.0,1920,37.93532222,-122.51648333,43.0,4.0,0.0,40.8,04: Tee Beam,1: Concrete,U.S. HIGHWAY 101,04-MRN-101-8.02-CMAD,WORNUM DRIVE,2024/03/12 09:26:26+00,-13638472.5384,4570293.0368,2635
State Highway,27 0010,RICHARDSON BAY BR & SEP,District 4,04,Marin,MRN,SAUSALITO,00101,4.03,1957.0,69.0,1950,37.879025,-122.51504444,872.9,21.0,23.0,42.2,02: Stringer/Multi-Beam,6: Prstr Conc Cont,U.S. HIGHWAY 101,04-MRN-101-4.03-SAUS,"SR 1, RICH BY, FRNTGE RD",2024/03/12 09:26:26+00,-13638312.362,4562350.1703,2636
State Highway,27 0011L,NOVATO CREEK,District 4,04,Marin,MRN,NOVATO,00037,11.96,1959.0,67.0,1950,38.08731389,-122.534825,219.5,30.0,0.0,10.2,00: Other,2: Concrete Cont,STATE ROUTE 37 WB,04-MRN-037-11.96-NVTO,NOVATO CREEK,2024/03/12 09:26:26+00,-13640514.3234,4591767.6904,2637
State Highway,27 0011R,NOVATO CREEK,District 4,04,Marin,MRN,NOVATO,00037,11.96,1959.0,67.0,1950,38.08713889,-122.53469167,219.5,30.0,0.0,10.2,01: Slab,5: Prestress Conc,STATE ROUTE 37 EB,04-MRN-037-11.96-NVTO,NOVATO CREEK,2024/03/12 09:26:26+00,-13640499.4809,4591742.9393,2638
State Highway,27 0012,SIMONDS SLOUGH,District 4,04,Marin,MRN,NOVATO,00037,13.04,1959.0,67.0,1950,38.09760278,-122.52114722,6.2,2.0,0.0,30.7,19: Culvert,2: Concrete Cont,STATE ROUTE 37,04-MRN-037-13.04-NVTO,SIMONDS SLOUGH,2024/03/12 09:26:26+00,-13638991.7202,4593223.0021,2639
State Highway,27 0013,PETALUMA RIVER,District 4,04,Marin,MRN,00000,00037,14.47,1958.0,68.0,1950,38.11418333,-122.50720833,665.4,1.0,28.0,20.5,02: Stringer/Multi-Beam,3: Steel,STATE ROUTE 37,04-MRN-037-14.47,PETALUMA RIVER,2024/03/12 09:26:26+00,-13637440.0501,4595568.6695,2640
State Highway,27 0014,NORTH SAN PEDRO ROAD UC,District 4,04,Marin,MRN,SAN RAFAEL,00101,12.69,1979.0,47.0,1970,37.99401389,-122.53179722,53.3,2.0,0.0,46.1,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,US HIGHWAY 101,04-MRN-101-12.69-SRF,NORTH SAN PEDRO ROAD,2024/03/12 09:26:26+00,-13640177.2727,4578580.2107,2641
State Highway,27 0014S,NORTH SAN PEDRO ROAD UC,District 4,04,Marin,MRN,SAN RAFAEL,00101,12.69,1970.0,56.0,1970,37.99403611,-122.53163611,50.9,2.0,0.0,8.2,05: Box Beam Or Gdr - Mu,2: Concrete Cont,N101-SAN PEDRO RD,04-MRN-101-12.69-SRF,NORTH SAN PEDRO ROAD,2024/03/12 09:26:26+00,-13640159.3379,4578583.3496,2642
State Highway,27 0018,COYOTE CREEK,District 4,04,Marin,MRN,00000,00001,0.42,1954.0,72.0,1950,37.87965833,-122.52306389,31.2,5.0,0.0,10.2,01: Slab,2: Concrete Cont,STATE ROUTE 1,04-MRN-001-0.42,COYOTE CREEK,2024/03/12 09:26:26+00,-13639205.0826,4562439.4922,2643
State Highway,27 0019,REDWOOD CREEK,District 4,04,Marin,MRN,00000,00001,6.02,1926.0,100.0,1920,37.86628611,-122.57844722,12.2,3.0,0.0,8.8,19: Culvert,2: Concrete Cont,STATE ROUTE 1,04-MRN-001-6.02,REDWOOD CREEK,2024/03/12 09:26:26+00,-13645370.327,4560553.7075,2644
State Highway,27 0020,OLEMA CREEK,District 4,04,Marin,MRN,00000,00001,22.81,1928.0,98.0,1920,37.99784722,-122.75502222,16.5,3.0,0.0,7.0,01: Slab,2: Concrete Cont,STATE ROUTE 1,04-MRN-001-22.81,OLEMA CREEK,2024/03/12 09:26:26+00,-13665026.5661,4579121.702,2645
State Highway,27 0021,OLEMA CREEK,District 4,04,Marin,MRN,00000,00001,22.96,1928.0,98.0,1920,37.99902778,-122.75575,16.5,3.0,0.0,7.7,01: Slab,2: Concrete Cont,STATE ROUTE 1,04-MRN-001-22.96,OLEMA CREEK,2024/03/12 09:26:26+00,-13665107.5819,4579288.4714,2646
State Highway,27 0022,LAGUNITAS CREEK OVERFLOW,District 4,04,Marin,MRN,00000,00001,28.39,1929.0,97.0,1920,38.06383889,-122.80500278,10.1,3.0,0.0,9.2,19: Culvert,2: Concrete Cont,STATE ROUTE 1,04-MRN-001-28.39,LAGUNITAS CREEK OVERFLOW,2024/03/12 09:26:26+00,-13670590.3761,4588448.0362,2647
State Highway,27 0023,LAGUNITAS CREEK,District 4,04,Marin,MRN,00000,00001,28.51,1929.0,97.0,1920,38.06456944,-122.80511389,46.3,1.0,2.0,8.8,10: Truss - Thru,3: Steel,STATE ROUTE 1,04-MRN-001-28.51,LAGUNITAS CREEK,2024/03/12 09:26:26+00,-13670602.7449,4588551.3296,2648
State Highway,27 0024,LAGUNITAS CREEK OVERFLOW,District 4,04,Marin,MRN,00000,00001,28.56,1929.0,97.0,1920,38.065425,-122.80506389,10.1,3.0,0.0,10.1,19: Culvert,2: Concrete Cont,STATE ROUTE 1,04-MRN-001-28.56,LAGUNITAS CREEK OVERFLOW,2024/03/12 09:26:26+00,-13670597.179,4588672.2983,2649
State Highway,27 0025,ELLIS CREEK,District 4,04,Marin,MRN,00000,00001,34.97,1931.0,95.0,1930,38.12620833,-122.85887222,7.0,2.0,0.0,0.0,19: Culvert,2: Concrete Cont,STATE ROUTE 1,04-MRN-001-34.97,ELLIS CREEK,2024/03/12 09:26:26+00,-13676587.0952,4597270.1912,2650
State Highway,27 0026,WALKER CREEK,District 4,04,Marin,MRN,00000,00001,44.45,1982.0,44.0,1980,38.23243056,-122.91312222,91.4,10.0,0.0,10.8,01: Slab,2: Concrete Cont,STATE ROUTE 1,04-MRN-001-44.45,WALKER CREEK,2024/03/12 09:26:26+00,-13682626.1776,4612312.6891,2651
State Highway,27 0027,STEMPLE CREEK,District 4,04,Marin,MRN,00000,00001,47.41,1982.0,44.0,1980,38.27006944,-122.90229444,64.0,7.0,0.0,10.8,01: Slab,2: Concrete Cont,STATE ROUTE 1,04-MRN-001-47.41,STEMPLE CREEK,2024/03/12 09:26:26+00,-13681420.8348,4617648.1326,2652
State Highway,27 0029,PACHECO CREEK,District 4,04,Marin,MRN,00000,00101,16.63,1928.0,98.0,1920,38.04752778,-122.53236111,4.9,1.0,0.0,0.0,01: Slab,1: Concrete,STATE ROUTE 101,04-MRN-101-16.63,PACHECO CREEK,2024/03/12 09:26:26+00,-13640240.0446,4586142.0713,2653
State Highway,27 0030,LINCOLN AVENUE UC,District 4,04,Marin,MRN,SAN RAFAEL,00101,12.19,1938.0,88.0,1930,37.98836111,-122.52683333,28.2,3.0,0.0,38.7,01: Slab,6: Prstr Conc Cont,U.S. HIGHWAY 101,04-MRN-101-12.19-SRF,LINCOLN AVE-N101 ON RAMP,2024/03/12 09:26:26+00,-13639624.6951,4577781.7587,2654
State Highway,27 0034,LINDEN LANE UC,District 4,04,Marin,MRN,SAN RAFAEL,00101,11.64,1947.0,79.0,1940,37.98161111,-122.52163889,15.2,1.0,0.0,41.0,01: Slab,1: Concrete,U.S. HIGHWAY 101,04-MRN-101-11.64-SRF,LINDEN LANE,2024/03/12 09:26:26+00,-13639046.4523,4576828.4052,2655
State Highway,27 0035L,SAN RAFAEL VIADUCT,District 4,04,Marin,MRN,SAN RAFAEL,00101,10.72,1965.0,61.0,1960,37.96875833,-122.52086667,851.6,22.0,22.0,21.0,05: Box Beam Or Gdr - Mu,2: Concrete Cont,U.S. HIGHWAY 101,04-MRN-101-10.72-SRF,"2ND, 3RD, 4TH, 5TH, MSSN",2024/03/12 09:26:26+00,-13638960.4889,4575013.3527,2656
State Highway,27 0035R,SAN RAFAEL VIADUCT,District 4,04,Marin,MRN,SAN RAFAEL,00101,10.72,1941.0,85.0,1940,37.96875833,-122.52060556,673.6,37.0,30.0,16.4,04: Tee Beam,2: Concrete Cont,U. S. HIGHWAY 101,04-MRN-101-10.72-SRF,"2ND, 3RD, 4TH, 5TH, MSSN",2024/03/12 09:26:26+00,-13638931.4222,4575013.3527,2657
State Highway,27 0038,SAUSALITO ROAD UC,District 4,04,Marin,MRN,SAUSALITO,00101,0.32,1935.0,91.0,1930,37.83564444,-122.48450556,8.2,1.0,0.0,37.4,01: Slab,1: Concrete,U.S. HIGHWAY 101,04-MRN-101-0.32-SAUS,SAUSALITO ROAD,2024/03/12 09:26:26+00,-13634912.7886,4556233.832,2658
State Highway,27 0042,WALDO UNDERCROSSING,District 4,04,Marin,MRN,SAUSALITO,00101,3.33,1943.0,83.0,1940,37.87155833,-122.50693333,28.2,5.0,0.0,52.3,01: Slab,2: Concrete Cont,U.S. HIGHWAY 101,04-MRN-101-3.33-SAUS,DONAHUE ST/N. BRIDGE BLD,2024/03/12 09:26:26+00,-13637409.4373,4561297.1688,2659
State Highway,27 0050,COLEMAN SCHOOL POC,District 4,04,Marin,MRN,SAN RAFAEL,00101,11.41,1969.0,57.0,1960,37.97820556,-122.52096389,193.5,2.0,2.0,2.4,02: Stringer/Multi-Beam,4: Steel Cont,PEDESTRIAN WALKWAY,04-MRN-101-11.41-SRF,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13638971.3116,4576347.4462,2660
State Highway,27 0052,GOLDEN GATE BRIDGE,District 4,04,Marin,MRN,00000,00101,,1937.0,89.0,1930,37.80816667,-122.47640278,2742.3,3.0,13.0,18.9,13: Suspension,3: Steel,U.S. HIGHWAY 101,04-MRN-101-L0.01,GOLDEN GATE-SAN FRAN BAY,2024/03/12 09:26:26+00,-13634010.7914,4552361.5287,2661
State Highway,27 0054,FALLON CREEK,District 4,04,Marin,MRN,00000,00001,47.6,2001.0,25.0,2000,38.27321389,-122.90055278,18.9,2.0,0.0,10.7,01: Slab,2: Concrete Cont,STATE ROUTE 1,04-MRN-001-47.60,FALLON CREEK,2024/03/12 09:26:26+00,-13681226.9535,4618093.9937,2662
State Highway,27 0056,TOMASINI CANYON,District 4,04,Marin,MRN,00000,00001,29.85,1925.0,101.0,1920,38.07982778,-122.80597778,7.6,1.0,0.0,10.0,11: Arch - Deck,1: Concrete,STATE ROUTE 1,04-MRN-001-29.85,TOMASINI CANYON,2024/03/12 09:26:26+00,-13670698.9126,4590708.9464,2663
State Highway,27 0059,LUCAS VALLEY ROAD UC,District 4,04,Marin,MRN,SAN RAFAEL,00101,14.71,1952.0,74.0,1950,38.02095,-122.53896389,31.4,3.0,0.0,56.4,01: Slab,2: Concrete Cont,U.S. HIGHWAY 101,04-MRN-101-14.71-SRF,LUCAS VALLEY ROAD,2024/03/12 09:26:26+00,-13640975.0625,4582385.7681,2664
State Highway,27 0060F,S101-E580 CONNECTOR OC,District 4,04,Marin,MRN,SAN RAFAEL,00101,9.94,2009.0,17.0,2000,37.96146389,-122.50783611,435.0,10.0,0.0,12.6,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,SB101-E580 CONNECT,04-MRN-101-9.94-SRF,US HIGHWAY 101,2024/03/12 09:26:26+00,-13637509.9341,4573983.3822,2665
State Highway,27 0063R,WALDO SIDEHILL VIADUCT,District 4,04,Marin,MRN,SAUSALITO,00101,1.09,1954.0,72.0,1950,37.84615833,-122.48626944,96.9,7.0,0.0,13.1,03: Girder & Floorbeam S,2: Concrete Cont,U.S. HIGHWAY 101,04-MRN-101-1.09-SAUS,HILLSIDE,2024/03/12 09:26:26+00,-13635109.1437,4557715.8823,2666
State Highway,27 0064R,WALDO SIDEHILL VIADUCT,District 4,04,Marin,MRN,SAUSALITO,00101,1.19,1954.0,72.0,1950,37.84745556,-122.48736111,82.3,6.0,0.0,12.9,03: Girder & Floorbeam S,2: Concrete Cont,U.S. HIGHWAY 101,04-MRN-101-1.19-SAUS,HILLSIDE,2024/03/12 09:26:26+00,-13635230.6675,4557898.7551,2667
State Highway,27 0066,SPENCER AVENUE OC,District 4,04,Marin,MRN,SAUSALITO,00101,1.52,1954.0,72.0,1950,37.85124167,-122.49093056,95.7,6.0,0.0,10.8,04: Tee Beam,2: Concrete Cont,WOLFBACK RIDGE RD,04-MRN-101-1.52-SAUS,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13635628.0163,4558432.5109,2668
State Highway,27 0067,MONTE MAR DRIVE UC,District 4,04,Marin,MRN,SAUSALITO,00101,1.68,1954.0,72.0,1950,37.85285,-122.49223611,12.2,1.0,0.0,37.3,01: Slab,1: Concrete,U.S. HIGHWAY 101,04-MRN-101-1.68-SAUS,US 101 ON & OFF RAMPS,2024/03/12 09:26:26+00,-13635773.35,4558659.2577,2669
State Highway,27 0069,ROUTE 131/101 SEPARATION,District 4,04,Marin,MRN,00000,00131,0.01,1956.0,70.0,1950,37.9027,-122.51610556,67.8,4.0,0.0,20.1,02: Stringer/Multi-Beam,3: Steel,STATE ROUTE 131,04-MRN-131-0.01,US HIGHWAY 101,2024/03/12 09:26:26+00,-13638430.4845,4565689.69,2670
State Highway,27 0070,SAN QUENTIN STREET UC,District 4,04,Marin,MRN,SAN RAFAEL,00580,2.63,1957.0,69.0,1950,37.94354444,-122.48022222,25.9,3.0,0.0,29.6,02: Stringer/Multi-Beam,4: Steel Cont,INTERSTATE 580,04-MRN-580-2.63-SRF,SAN QUENTIN STREET,2024/03/12 09:26:26+00,-13634435.97,4571453.6032,2671
State Highway,27 0072,TAMALPAIS DRIVE OC,District 4,04,Marin,MRN,CORTE MADERA,00101,7.37,1957.0,69.0,1950,37.925375,-122.51592222,244.4,4.0,15.0,19.4,02: Stringer/Multi-Beam,3: Steel,TAMALPAIS DRIVE,04-MRN-101-7.37-CMAD,US HIGHWAY 101,2024/03/12 09:26:26+00,-13638410.0758,4568889.1603,2672
State Highway,27 0073L,BELLAM BOULEVARD UC,District 4,04,Marin,MRN,SAN RAFAEL,00580,4.5,1959.0,67.0,1950,37.95988611,-122.50539444,37.2,2.0,0.0,12.6,05: Box Beam Or Gdr - Mu,2: Concrete Cont,STATE ROUTE 580,04-MRN-580-4.50-SRF,BELLAM BOULEVARD,2024/03/12 09:26:26+00,-13637238.1289,4573760.6145,2673
State Highway,27 0073R,BELLAM BLVD UC,District 4,04,Marin,MRN,SAN RAFAEL,00580,4.5,2010.0,16.0,2010,37.95993611,-122.5052,36.4,1.0,0.0,12.8,02: Stringer/Multi-Beam,5: Prestress Conc,STATE ROUTE 580,04-MRN-580-4.50-SRF,BELLAM BOULEVARD,2024/03/12 09:26:26+00,-13637216.4835,4573767.674,2674
State Highway,27 0074,SIR FRANCIS DRAKE BLVD OC,District 4,04,Marin,MRN,SAN RAFAEL,00580,3.29,1957.0,69.0,1950,37.94651389,-122.49183889,204.9,4.0,6.0,10.2,05: Box Beam Or Gdr - Mu,2: Concrete Cont,SIR FRAN DRAKE BLV,04-MRN-580-3.29-SRF,STATE ROUTE 580,2024/03/12 09:26:26+00,-13635729.1315,4571872.7722,2675
State Highway,27 0076,STRAWBERRY PEDESTRIAN OC,District 4,04,Marin,MRN,CORTE MADERA,00101,4.75,1957.0,69.0,1950,37.88913611,-122.51699167,118.0,2.0,2.0,3.3,02: Stringer/Multi-Beam,5: Prestress Conc,PEDESTRIAN WALKWAY,04-MRN-101-4.75-CMAD,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13638529.1259,4563776.2798,2676
State Highway,27 0077,ESKOOT CREEK,District 4,04,Marin,MRN,00000,00001,12.37,1957.0,69.0,1950,37.89843333,-122.63751389,7.6,1.0,0.0,12.9,01: Slab,1: Concrete,STATE ROUTE 1,04-MRN-001-12.37,ESKOOT CREEK,2024/03/12 09:26:26+00,-13651945.5983,4565087.7683,2677
State Highway,27 0078,GREENBRAE PEDESTRIAN OC,District 4,04,Marin,MRN,LARKSPUR,00101,8.29,1959.0,67.0,1950,37.93933611,-122.51666944,122.0,2.0,2.0,3.3,02: Stringer/Multi-Beam,5: Prestress Conc,PEDESTRIAN WALKWAY,04-MRN-101-8.29-LKSP,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13638493.2562,4570859.5809,2678
State Highway,27 0079L,ATHERTON AVENUE UC,District 4,04,Marin,MRN,00000,00037,13.77,1959.0,67.0,1950,38.10528889,-122.51193056,54.1,3.0,0.0,12.4,05: Box Beam Or Gdr - Mu,2: Concrete Cont,STATE ROUTE 37,04-MRN-037-13.77,ATHERTON AVENUE,2024/03/12 09:26:26+00,-13637965.7256,4594310.2976,2679
State Highway,27 0079R,ATHERTON AVENUE UC,District 4,04,Marin,MRN,00000,00037,13.77,1959.0,67.0,1950,38.10519722,-122.51174167,54.1,3.0,0.0,12.4,05: Box Beam Or Gdr - Mu,2: Concrete Cont,STATE ROUTE 37,04-MRN-037-13.77,ATHERTON AVENUE,2024/03/12 09:26:26+00,-13637944.6986,4594297.3295,2680
State Highway,27 0080,FREITAS PARKWAY OC,District 4,04,Marin,MRN,SAN RAFAEL,00101,13.71,1960.0,66.0,1960,38.00699167,-122.54172222,84.7,2.0,2.0,21.2,02: Stringer/Multi-Beam,6: Prstr Conc Cont,FREITAS PKWY,04-MRN-101-13.71-SRF,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13641282.1187,4580413.548,2681
State Highway,27 0081F,W37-N101 CONNECTOR OH,District 4,04,Marin,MRN,NOVATO,00037,,1964.0,62.0,1960,38.08136667,-122.54625,201.8,8.0,0.0,8.0,05: Box Beam Or Gdr - Mu,2: Concrete Cont,W37-N101 CONNECTOR,04-MRN-037-R11.23-NVTO,"NOVATO BL-N101, NWP RR",2024/03/12 09:26:26+00,-13641786.1486,4590926.5792,2682
State Highway,27 0081H,IGNACIO SEPARATION & OH,District 4,04,Marin,MRN,NOVATO,00037,,1964.0,62.0,1960,38.07953056,-122.54634722,322.8,13.0,0.0,11.0,05: Box Beam Or Gdr - Mu,2: Concrete Cont,W37-S101&N101 OFF,04-MRN-037-R11.20-NVTO,"COUNTY RD, US 101, NWPRR",2024/03/12 09:26:26+00,-13641796.9713,4590666.9132,2683
State Highway,27 0082,MILLER CREEK ROAD OC,District 4,04,Marin,MRN,00000,00101,15.57,1961.0,65.0,1960,38.03354444,-122.53765,88.1,4.0,0.0,12.6,02: Stringer/Multi-Beam,6: Prstr Conc Cont,MILLER CREEK ROAD,04-MRN-101-15.57,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13640828.801,4584165.6021,2684
State Highway,27 0083,IGNACIO BOULEVARD OC,District 4,04,Marin,MRN,NOVATO,00101,18.09,1964.0,62.0,1960,38.06600556,-122.53785278,81.7,3.0,1.0,28.0,02: Stringer/Multi-Beam,6: Prstr Conc Cont,IGNACIO BOULEVARD,04-MRN-101-18.09-NVTO,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13640851.3741,4588754.385,2685
State Highway,27 0084,PACHECO CREEK OC,District 4,04,Marin,MRN,NOVATO,00101,16.64,1964.0,62.0,1960,38.04807778,-122.53285833,89.6,3.0,1.0,16.4,02: Stringer/Multi-Beam,6: Prstr Conc Cont,CLAY ST / NAVE DR,04-MRN-101-16.64-NVTO,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13640295.3951,4586219.8185,2686
State Highway,27 0085F,S101-E37 CONNECTOR SEPARATION,District 4,04,Marin,MRN,NOVATO,00101,18.88,1964.0,62.0,1960,38.07745556,-122.54406111,93.0,5.0,0.0,10.4,05: Box Beam Or Gdr - Mu,2: Concrete Cont,S101-E37 & NOVATO-,04-MRN-101-18.88-NVTO,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13641542.4826,4590373.4709,2687
State Highway,27 0086K,SOUTH NOVATO BLVD OC,District 4,04,Marin,MRN,NOVATO,00101,18.94,1964.0,62.0,1960,38.07728611,-122.54591389,48.8,3.0,0.0,8.0,05: Box Beam Or Gdr - Mu,2: Concrete Cont,S NOVATO BLVD,04-MRN-101-18.94-NVTO,W37-S101 CONNECTOR RAMP,2024/03/12 09:26:26+00,-13641748.7329,4590349.5087,2688
State Highway,27 0088,ROWLAND BOULEVARD OC,District 4,04,Marin,MRN,NOVATO,00101,,1974.0,52.0,1970,38.09126111,-122.56040556,332.2,12.0,4.0,28.0,05: Box Beam Or Gdr - Mu,2: Concrete Cont,ROWLAND BOULEVARD,04-MRN-101-R20.19-NVTO,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13643361.9379,4592325.9809,2689
State Highway,27 0089,NOVATO CREEK,District 4,04,Marin,MRN,NOVATO,00101,,1974.0,52.0,1970,38.09638611,-122.56135278,58.5,5.0,0.0,48.2,04: Tee Beam,2: Concrete Cont,U.S. HIGHWAY 101,04-MRN-101-R20.51-NVTO,NOVATO CREEK,2024/03/12 09:26:26+00,-13643467.3822,4593050.9,2690
State Highway,27 0090L,FRANKLIN AVENUE OVERHEAD,District 4,04,Marin,MRN,NOVATO,00101,,1974.0,52.0,1970,38.10191389,-122.56170556,120.4,4.0,0.0,23.7,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,U.S. HIGHWAY 101,04-MRN-101-R20.89-NVTO,FRANKLIN AV & NWP RR,2024/03/12 09:26:26+00,-13643506.6532,4593832.848,2691
State Highway,27 0090R,FRANKLIN AVENUE OVERHEAD,District 4,04,Marin,MRN,NOVATO,00101,,1974.0,52.0,1970,38.10146389,-122.56135278,117.3,4.0,0.0,24.8,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,U.S. HIGHWAY 101,04-MRN-101-R20.88-NVTO,FRANKLIN AV & NWP RR,2024/03/12 09:26:26+00,-13643467.3822,4593769.1897,2692
State Highway,27 0091,DE LONG AVENUE OC,District 4,04,Marin,MRN,NOVATO,00101,,1974.0,52.0,1970,38.10495,-122.56257222,67.4,2.0,0.0,29.6,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,DE LONG AVENUE,04-MRN-101-R21.11-NVTO,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13643603.1301,4594262.3551,2693
State Highway,27 0092L,OLIVE AVENUE UC,District 4,04,Marin,MRN,NOVATO,00101,,1974.0,52.0,1970,38.11003333,-122.56398056,38.2,1.0,0.0,16.5,05: Box Beam Or Gdr - Mu,5: Prestress Conc,U.S. HWY 101 SB,04-MRN-101-R21.47-NVTO,OLIVE AVENUE,2024/03/12 09:26:26+00,-13643759.9051,4594981.515,2694
State Highway,27 0092R,OLIVE AVENUE UC,District 4,04,Marin,MRN,NOVATO,00101,,1974.0,52.0,1970,38.10995278,-122.56362222,38.4,1.0,0.0,21.6,05: Box Beam Or Gdr - Mu,5: Prestress Conc,U.S. HWY 101 NB,04-MRN-101-R21.47-NVTO,OLIVE AVENUE,2024/03/12 09:26:26+00,-13643720.0155,4594970.1181,2695
State Highway,27 0093,ATHERTON AVENUE OC,District 4,04,Marin,MRN,NOVATO,00101,,1974.0,52.0,1970,38.11768056,-122.56549167,71.3,2.0,0.0,28.7,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,ATHERTON AVENUE,04-MRN-101-R22.00-NVTO,U.S. HIGHWAY 101,2024/03/12 09:26:26+00,-13643928.1212,4596063.4931,2696
